¬Strings that use a base enumeration and add to it with a faction index to attain the proper string
¬ alemanni, empire_east, empire_west, empire_east_rebels, empire_west_rebels, franks, huns, sarmatians, sassanids, saxons, vandals, goths, 
¬ white_huns, ostrogoths, romano_british, slavs, celts, slave

¬ Faction Names
{ROMANS_JULII}					Maison Julii
{EMT_YOUR_FORCES_ATTACKED_NAVY_ROXOLANI}				Vos forces sont attaquées par une flottille de Roxolans

{EMT_YOUR_FORCES_AMBUSH_ARMY_LOMBARDI}				Vos forces attaquent par surprise une armée de Lombards
{EMT_YOUR_FORCES_AMBUSH_ARMY_BURGUNDII}				Vos forces attaquent par surprise une armée de Burgondes
{EMT_YOUR_FORCES_AMBUSH_ARMY_ROXOLANI}			Vos forces attaquent par surprise une armée de Roxolans

{EMT_YOUR_FORCES_ATTACKED_ARMY_LOMBARDI}				Vos forces sont attaquées par une armée de Lombards
{EMT_YOUR_FORCES_ATTACKED_ARMY_BURGUNDII}				Vos forces sont attaquées par une armée de Burgondes
{EMT_YOUR_FORCES_ATTACKED_ARMY_ROXOLANI}				Vos forces sont attaquées par une armée de Roxolans

{EMT_YOUR_FORCES_ATTACK_ARMY_LOMBARDI}						Vos forces attaquent une armée de Lombards
{EMT_YOUR_FORCES_ATTACK_ARMY_BURGUNDII}						Vos forces attaquent une armée de Burgondes
{EMT_YOUR_FORCES_ATTACK_ARMY_ROXOLANI}						Vos forces attaquent une armée de Roxolans

{EMT_YOUR_FORCES_ATTACK_NAVY_LOMBARDI}				Vos forces attaquent une flottille de Lombards
{EMT_YOUR_FORCES_ATTACK_NAVY_BURGUNDII}				Vos forces attaquent une flottille de Burgondes
{EMT_YOUR_FORCES_ATTACK_NAVY_ROXOLANI}			Vos forces attaquent une flottille de Roxolans

{EMT_LOMBARDI_FACTION_HEIR}			Héritier de faction lombard
{EMT_BURGUNDII_FACTION_HEIR}			Héritier de faction burgonde
{EMT_ROXOLANI_FACTION_HEIR}			Héritier de faction roxolan

{EMT_LOMBARDI_FACTION_LEADER}		Chef de faction lombard
{EMT_BURGUNDII_FACTION_LEADER}		Chef de faction burgonde
{EMT_ROXOLANI_FACTION_LEADER}		Chef de faction roxolan

{EMT_LOMBARDI_WATCHTOWER}				Tour de guet lombarde
{EMT_BURGUNDII_WATCHTOWER}				Tour de guet burgonde
{EMT_ROXOLANI_WATCHTOWER}				Tour de guet roxolane

{EMT_LOMBARDI_FISHING_VILLAGE}			Village de pêcheurs lombard
{EMT_BURGUNDII_FISHING_VILLAGE}			Village de pêcheurs burgonde
{EMT_ROXOLANI_FISHING_VILLAGE}			Village de pêcheurs roxolan

{EMT_LOMBARDI_DOCK}			Quais lombards
{EMT_BURGUNDII_DOCK}			Quais burgondes
{EMT_ROXOLANI_DOCK}			Quais roxolans

{EMT_LOMBARDI_PORT}			Port lombard
{EMT_BURGUNDII_PORT}			Port burgonde
{EMT_ROXOLANI_PORT}			Port roxolan

{EMT_LOMBARDI_FORT}			Fort lombard
{EMT_BURGUNDII_FORT}			Fort burgonde
{EMT_ROXOLANI_FORT}			Fort roxolan

{EMT_LOMBARDI_CAPITAL}				Capitale lombarde
{EMT_BURGUNDII_CAPITAL}				Capitale burgonde
{EMT_ROXOLANI_CAPITAL}				Capitale roxolane

{EMT_LOMBARDI_VILLAGE}			Village lombard
{EMT_LOMBARDI_TOWN}			Bourg lombard
{EMT_LOMBARDI_LARGE_TOWN}		Gros bourg lombard
{EMT_LOMBARDI_CITY}			Ville lombarde
{EMT_LOMBARDI_LARGE_CITY}		Grande ville lombarde
{EMT_LOMBARDI_HUGE_CITY}		Métropole lombarde
{EMT_BURGUNDII_VILLAGE}			Village burgonde
{EMT_BURGUNDII_TOWN}			Bourg burgonde
{EMT_BURGUNDII_LARGE_TOWN}		Gros bourg burgonde
{EMT_BURGUNDII_CITY}			Ville burgonde
{EMT_BURGUNDII_LARGE_CITY}		Grande ville burgonde
{EMT_BURGUNDII_HUGE_CITY}		Métropole burgonde
{EMT_ROXOLANI_VILLAGE}			Village roxolan
{EMT_ROXOLANI_TOWN}			Bourg roxolan
{EMT_ROXOLANI_LARGE_TOWN}		Gros bourg roxolan
{EMT_ROXOLANI_CITY}			Ville roxolane
{EMT_ROXOLANI_LARGE_CITY}		Grande ville roxolane
{EMT_ROXOLANI_HUGE_CITY}		Métropole roxolane

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			Only changes made after 06/06/2005 17:00:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{VANDALS_DESCR}			Vandales\nBon éventail d'unités de tous types, mais une faiblesse notable dans l'équipement de siège
{SLAVS_DESCR}				Slaves\nBon éventail d'unités de tous types, mais une faiblesse notable dans l'équipement de siège

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 11:55:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 08/07/2005 17:43:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:23:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
