¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romains
{SMT_ASS_COVERT_OPS_INCITE}						Les contestataires et les insurgés affaiblissent les communautés de ce peuple. L'envoi d'espions dans ces cités pourrait nous permettre d'alimenter le mécontentement, simplifiant ainsi grandement notre occupation. Laissons ce peuple se rebeller contre ses tyrans et accueillir la civilisation romaine à bras ouverts.
{SMT_ASS_BLOCKADE}							La faiblesse de leur flotille rend leurs ports vulnérables ! Nous devrions monter un blocus naval pour les affaiblier et les appauvrir ! Sans argent, pas d'armée... notre conquête en serait grandement simplifiée.
{SMT_ASS_WORK_TOWARDS_PEACE}						Nos guerres contre cette faction n'ont abouti à rien. Continuer dans cette voie pourrait affaiblir notre position dans d'autres provinces. Le sénat pense que la voie diplomatique est la meilleure des solutions pour le moment. Il sera toujours temps de reprendre la guerre, plus tard... et par surprise.
{SMT_ASS_ATTACK}							Ce peuple peut être absorbé dans l'empire romain en occupant ses cités et en lui imposant la culture romaine en lieu et place de ses coutumes barbares. Nos dieux, nos lois, et notre belle administration : il n'en faudra pas plus pour faire de ces villes des exemples de la puissance de Rome.
{SMT_ASS_MAKE_GIVE_CITY}						Ce peuple est si affaibli que la diplomatie pourrait à elle seule fournir des résultats probants. La négociation leur fera entendre raison là où la force brute les aurait rendus sourds à toute offre sensée. Offrons-leur une armée et un gouvernement. La civilisation romaine supplantera un jour les coutumes des peuples inférieurs !
{SMT_ASS_EXACT_TRIBUTE}							Cette faction est à présent consciente de la puissance de Rome. Il devrait être aisé d'exiger un tribut et de remplir nos coffres ! Notre tolérance a un prix ! 
{SMT_ASS_TRESPASS}							L'heure est venue de sortir nos épées du fourreau et de les enfoncer dans le ventre de l'ennemi ! Dès que nous aurons pénétré sur leur territoire, ils tenteront de nous arrêter. Il est temps de les faire sortir des murs derrière lesquels ils se cachent ! 
{SMT_ASS_MAKE_ATTACK}							Si une guerre éclate contre ce peuple, Rome doit apparaître comme la partie offensée. Savoir provoquer est un art : quelques incursions "accidentelles" de notre part, suivies d'une attitude froide et dédaigneuse lors des négociations qui s'ensuivront devraient suffire à déclencher leur colère. Faisons en sorte d'en profiter.  
{SMT_ASS_BORDER_BUILDUP}						La guerre est à nos portes. Prenons les armes et marchons vers la frontière pour nous débarasser des envahisseurs. 
{SMT_ASS_APPEASE}							Ce peuple et fort, et mérite toute notre estime. Notre sécurité est menacée par leur attitude hostile, il est donc temps d'établir des relations plus cordiales. Nous pourrions peut-être leur offrir un tribut, des droits de commerce, ou des informations cartographiques pour les apaiser.
{SMT_ASS_GET_MAP_INFO}							Nous devons en savoir plus sur ce peuple : l'emplacement de ses communautés, sa puissance militaire, la composition de ses armées, et ses objectifs. Il faut envoyer une mission diplomatique sur place pour recueillir ces informations.
{SMT_ASS_TRADE_AGREEMENT}						Nous devrions conclure un accord avec cette faction. Le commerce est un excellent point de départ : lorsqu'ils auront pris l'habitude de négocier avec des Romains civilisés, ils reconnaîtront tout naturellement la supériorité de la culture romaine.
{SMT_ASS_IGNORANT}							D'après nos informations, ce peuple n'a rien à nous offrir. Notre expansion changera sûrement bien des choses. Mais pour l'instant, il y a d'autres sujets plus urgents.
{SMT_ASS_COOPERATIVE}							Nous ferions bien de soutenir ce peuple contre ses ennemis. Nous poserions ainsi les bases de relations amicales, et nous pourrions envisager à l'avenir de lui procurer le statut de protectorat.
{SMT_ASS_MAKE_ALLIANCE}							Forgeons une alliance avec ce noble peuple. Leur attitude est déjà empreinte des valeurs typiquement romaines que sont la vertu et la dignité. La sagesse nous dicte de faire cause commune avec eux contre l'adversité.
{SMT_ASS_MAKE_PEACE_AT_ANY_COST}					Nous devons remettre de l'ordre dans nos relations avec ce peuple. Il nous faut empêcher toute détérioration supplémentaire de ces relations et obtenir une paix durable. A n'importe quel prix. 
{SMT_ASS_GIVE_CASH}							Nos alliés, malgré toute leur noblesse, ont besoin d'une aide financière. Un tribut les mettrait dans d'excellentes dispositions à notre égard.
{SMT_ASS_GIVE_SUPPORT}							Nos nobles et braves alliés ont besoin d'une aide militaire. Leurs ennemis sont nos ennemis, car leurs défenses sont les défenses de Rome. Nous pouvons les aider en envoyant des armées sur leurs terres pour se battre contre nos ennemis communs. 
{SMT_ASS_OUTLAW}							Ces hommes ont rejeté l'honneur, la vertu et la dignité qui faisaient d'eux des vrais Romains. Ils ne sont plus qu'une perversion de nos nobles valeurs. Nous ne pouvons tolérer de les voir ainsi corrompre le coeur et l'esprit des Romains véritables. ils doivent être éliminés. Toute trace d'eux doit être détruite, et leurs noms maudits pour l'éternité !

{SMT_STOIC_PHILOSOPHY_BODY}					Ariston de Chios vient d’ouvrir son école de philosophie stoïcienne. Ce courant de pensée doit son nom au porche de l’agora d’Athènes (stoa poikilê). C’est à cet endroit que les Stoïciens se sont rencontrés pour la première fois pour élaborer leurs théories : selon eux, les émotions telles que la jalousie ou la passion proviennent d’erreurs de jugement. Une personne ayant atteint la perfection morale et intellectuelle est détachée de ces sentiments.

{SMT_ENEMY_AMBUSH_FAILED}					Leur tentative visant à vous surprendre a échoué, vous disposez donc de temps pour vous préparer à la bataille.
{SMT_YOUR_AMBUSH_FAILED}					L’embuscade s’est soldée par un échec, l’ennemi aura donc du temps pour se préparer à la bataille.

{SMT_NO_BUILDINGS_IN_SETTLEMENT}			Il n’y a aucun bâtiment ici.

{SMT_EARTHQUAKE_IN_IBERIA_TITLE}				Tremblement de terre en Espagne
{SMT_EARTHQUAKE_IN_IBERIA_BODY}				La cité espagnole de Sagonte vient d’être frappée par un énorme tremblement de terre. Sans doute les habitants avaient-ils courroucé Neptune : les victimes sont nombreuses et le temple s’est effondré.

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Promesse de ne pas attaquer
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Engagement à ne pas attaquer

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE}			Cette communauté peut encore tenir %d tour(s)


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 17/06/2004 13:01:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_RIGHT_CLICK_FOR_CHARACTER_INFO}		Faites un clic droit sur le portrait du général ou sur le drapeau du capitaine pour obtenir des informations sur le personnage et son armée
{SMT_ENABLE_AUTO_TRAIN}					Activer le recrutement automatique d’unités
{SMT_SET_AS_CAPITAL}					Etablissez cette communauté comme capitale de faction

{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			Chargé du recensement des citoyens romains, le censeur joue un rôle important, car c’est lui qui décide d'accorder ou non la citoyenneté romaine ou le titre de sénateur. 
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			Position suprême synonyme de pouvoir et d’honneur au sein de la République, la charge de Consul donne autorité sur les magistrats et l’armée, et assure le dernier mot dans l’élaboration des lois. Dans les faits, le Consul dispose pendant son mandat des mêmes pouvoirs qu'un roi. 
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	Le grand pontife est le chef de file de la religion romaine, et contrôle l'ensemble des collèges religieux de Rome, y compris celui des Vestales. Il dispose d’un contrôle absolu sur la doctrine et il est au-desssus des lois et du sénat.

{SMT_REWARD_TWO_BEST_BUILDABLE_UNITS_DESCRIPTION}		Vous recevrez deux des meilleures unités que vous pouvez recruter
{SMT_REWARD_ONE_BEST_BUILDABLE_UNIT_DESCRIPTION}		Vous recevrez une des meilleures unités que vous pouvez recruter
{SMT_REWARD_ONE_BUILDABLE_UNIT_DESCRIPTION}			Vous recevrez une des unités que vous pouvez recruter
{SMT_REWARD_CANNOT_BUILD_A_UNIT}				Vous ne pouvez recevoir de récompense car vous ne pouvez pas recruter d’unité

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Survivez plus longtemps que la/les faction(s) suivante(s) :	 ¬ allows for just one faction listed after message

{SMT_NO_UNITS_NEED_RETRAINING}				Aucune unité ne peut être re-formée.

{SMT_STATE_ICON_BUILDINGS_FUN}					Bâtiments de loisirs, distraction, culture et maintien de l’ordre
{SMT_CAPABILITY_GATE_DEFENSES}			Huile bouillante

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CAPS_LOC_REQUIRES}						Nécessite :
{SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE}	Vous êtes actuellement allié avec la faction de ce personnage. Si vous attaquez maintenant, votre alliance sera rompue et la guerre sera déclarée. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre votre faction et celle de cette flottille. Une attaque de votre part serait considérée comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre votre faction et celle de cette armée. Une attaque de votre part serait considérée comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	Il n’y a pas d’hostilité entre votre faction et celle de ce personnage. Une attaque de votre part serait considérée comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	Il n’y a pas d’hostilité entre votre faction et celle qui gouverne cette communauté. Une attaque de votre part serait considérée comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre votre faction et celle qui possède ce fort. Une attaque de votre part serait considérée comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre vous et la faction qui contrôle ce port. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_CONFIRM_ATTACK_ON_NEUTRAL}				Attaquer la faction neutre?
{SMT_ARMY}								Armée
{SMT_NAVY}								Flotte
{SMT_AGENTS}							Agents
{SMT_FLEET}								Flottille
{SMT_PRIVATE_DEALINGS}						Opérations privées
{SMT_CURRENT_TREATIES}						Traités en cours
{SMT_STATE_ICON_BUILDINGS_LAW}				Loi
{SMT_FACTION_OVERVIEW}						Situation générale
{SMT_SENATE}							Sénat
{SMT_FINANCIAL}							Finances
{SMT_RADAR_ZOOM_IN}						Zoom sur l’emplacement actuel
{SMT_RADAR_ZOOM_OUT}						Zoom arrière depuis l’emplacement actuel
{SMT_RECRUITMENT}							Recrutement
{SMT_REPAIR}							Réparer
{SMT_RETRAIN}							Re-former
{SMT_STATE_ICON_FARMING_LEVEL}					Niveau d’agriculture de base (variable d’une région à l’autre)
{SMT_STATE_ICON_FARMS_BUILT}					Evolutions de ferme construites

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 07/07/2004 17:15:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre vous et la faction de cette flottille. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre vous et la faction de cette armée. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	Il n’y a pas d’hostilité entre vous et la faction de ce personnage. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	Il n’y a pas d’hostilité entre vous et la faction qui contrôle cette communauté. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre vous et les occupants de ce fort. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		Il n’y a pas d’hostilité entre vous et la faction qui contrôle ce port. Si vous attaquez maintenant, ce sera considéré comme une déclaration de guerre. Etes-vous sûr de vouloir continuer?
{SMT_SET_AS_CAPITAL}						Faire de cette communauté la capitale de la faction

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 15/07/2004 17:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DISBAND}					Disperser unité\nLes unités non mercenaires ne peuvent être dispersées que dans une région d’origine, les unités marines dans un port.  Les unites des généraux ne peuvent être dispersées.
{SMT_MISSION_BLOCKADE_SUCCESS}		Le sénat constate que le blocus demandé est désormais en place.
{SMT_MISSION_ASSIST_FACTION_SUCCESS}					Le sénat constate que vous avez suivi ses conseils et que vous avez envoyé des renforts à nos alliés dans la région.
{SMT_ASSAULT_NO_INFANTRY}			Assaut impossible ! Vous avez besoin d’unités d’infanterie pour utiliser les engins de siège.
{SMT_ASSAULT_NO_EQUIPMENT}			Assaut impossible ! Ces fortifications sont trop solides pour les attaquer sans engin de siège.
{SMT_NO_POPULATION_TO_ENSLAVE}		Pas assez de population à esclaviser
{SMT_NO_POPULATION_TO_EXTERMINATE}		Pas assez d'habitants à exterminer
{SMT_CURRENTLY_TRAINING}			En cours de formation :
{SMT_TOTAL}						Total
{SMT_PROJECTED}					Projection des totaux
{SMT_STARTING_TREASURY}				Trésorerie de départ
{SMT_PROJECTED_END_TREASURY}			Projection trésor
{SMT_END_TREASURY}				Trésor
{SMT_DIPLOMACY_TRIBUTES}			Diplomatie/Tributs

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 22/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DIPLOMACY_CHANGE_YEARLY_PAYMENT}	Modifier le tribut
{SMT_ATTACK_VS_TROOPS}				Attaque contre les troupes
{SMT_ATTACK_VS_BUILDINGS}			Attaque contre les bâtiments
{SMT_MELEE_ATTACK}				Attaque de mêlée
{SMT_MISSILE_ATTACK}				Attaque de tireurs
{SMT_WEAPON_TYPE}				Type d’arme
{SMT_LIGHT}					Légère
{SMT_MISSILE}					Tireurs
{SMT_HEAVY}					Lourde
{SMT_NO_UPGRADE}				Ne peut pas être amélioré
{SMT_TOTAL_DEFENCE}				Défense totale
{SMT_ATTACK_CHARGE}				Bonus de charge
{SMT_EMPTY_OFFICES}				Fonctions sénatoriales vacantes :
{SMT_STATE_ICON_PLAGUE}				Epidémie		
{SMT_SETTLEMENT_HAS_FOOD_FOR_X_YEARS}		Cette communauté a assez de vivres pour au moins %d tours
{SMT_FORT_HAS_FOOD_FOR_X_YEARS}			Ce fort a assez de vivres pour au moins %d tours
{SMT_SETTLEMENT_HAS_FOOD_FOR_1_YEAR}		Cette communauté a assez de vivres pour au moins 1 tour
{SMT_FORT_HAS_FOOD_FOR_1_YEAR}			Ce fort a assez de vivres pour au moins 1 tour
{SMT_SUBTERFUGE_COLON}				Subterfuge :
{SMT_DEFENCE}					Compétence en défense
{SMT_REWARD_UNITS_AT_YOUR_CAPITAL}		Les unités que vous avez reçues se trouvent dans votre capitale :\n
{SMT_MISSION_PEACE_TALKS_PROPOSAL}		Le sénat vous demande d’envoyer un diplomate dans cette faction pour tenter d’améliorer nos relations. Aucun résultat particulier n’est attendu ; le fait d’envoyer le diplomate et d‘obtenir un accord pour une offre est suffisant pour une première étape.
{SMT_MISSION_PEACE_TALKS_FAILURE}		Le sénat constate que vous n’avez pas réussi à établir des contacts diplomatiques avec cette faction.
{SMT_PENALTY_SECRET_INFORMATION_EXPOSURE}	Vos pratiques honteuses et répugnantes vont alimenter les ragots à Rome.
{SMT_CHARACTER_PLAGUED}				Ce personnage est un vecteur d'épidémie
{SMT_NOTHING_TO_CONSTRUCT}			Il est impossible de construire un bâtiment pour l’instant
{SMT_NOTHING_TO_TRAIN}				Il est impossible de recruter une unité pour l’instant
{SMT_LOCATE_MISSION_TARGET}			Localiser l’objectif de mission
{SMT_REPAIRED}					Réparation effectuée
{SMT_RETRAINED}					Reformation effectuée
{SMT_VARIES}					Varie
{SMT_GATES_OPEN_SETTLEMENT}			Vos espions se sont introduits dans cette communauté\nLes portes seront ouvertes lorsque vous lancerez l’attaque
{SMT_GATES_OPEN_FORT}				Vos espions se sont introduits dans ce fort\nLes portes seront ouvertes lorsque vous lancerez l’attaque

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 29/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Devenez le dirigeant suprême de Rome et contrôlez au moins 50 provinces
{SMT_CORRUPTION_AND_OTHER}			Corruption et autres
{SMT_SELECT_FORT_OR_WATCHTOWER}		Sélectionnez un fort ou une tour de guet à construire
{SMT_FAMILY_MEMBERS}				Membres de la famille :
{SMT_CAPITAL_TITLE}				Capitale
{SMT_GARRISON_COMMANDER}			Commandant de garnison
{SMT_LAND_IMPORTS}				Importations terrestres
{SMT_IMPORTS}					Importations maritimes
{SMT_SEA_EXPORTS}					Exportations maritimes
{SMT_BLOCKADED}					Blocus
{SMT_WITHIN_X_TURNS}				(en %d tour(s))
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Chances de succès %d%% succès
{SMT_DESTROY_BUILDING}				Détruire le bâtiment et reverser une partie de son coût dans votre trésor.
{SMT_TIME_TO_PROCESS_SIEGE_QUEUE}		Temps de construction des objets en file d’attente : %d tour(s)


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CHARACTER_BRIBED}			Le personnage suivant va rejoindre votre faction :
{SMT_SETTLEMENT_BRIBED}			La communauté suivante va rejoindre votre faction :
{SMT_VISITORS_BRIBED}			Les visiteurs suivants vont rejoindre votre faction :
{SMT_TRAVELLERS_BRIBED}			Les voyageurs suivants vont rejoindre votre faction :
{SMT_ENTIRE_ARMY_BRIBED}		Toute l’armée va rejoindre votre faction
{SMT_ENTIRE_ARMY_DISBANDED}		Toute l’armée va se disperser et retourner aux champs
{SMT_UNITS_BRIBED}			Nombre d’unités qui vont rejoindre votre faction :
{SMT_UNITS_DISBANDED}			Nombre d’unités qui vont se disperser :
{SMT_TAX}					Impôt
{SMT_AUTOMANAGE_TAXES_TOOLTIP}	Autoriser l’assistant de construction à équilibrer les impôts dans toutes les communautés
{SMT_AUTOMATE_TAXES}			Autogestion des impôts uniquement
{SMT_QUICKSAVE}				Sauvegarde rapide
{SMT_LOCATE_BATTLE}			Localiser l’emplacement de la bataille
{SMT_ERUPTION_AT_ETNA_BODY}		Le dieu Vulcain a provoqué l’éruption du mont Etna ! La lave en fusion a fait des milliers de victimes.
{SMT_AUTOMANAGE_ALL_TOOLTIP}		Assigner automatiquement un assistant de construction IA à chaque communauté
{SMT_AUTOMATE_ALL}			Autogestion totale
{SMT_STATE_ICON_DEVASTATION}		Dévastation
{SMT_INAPPROPRIATE_UNITS_FOR_ASSAULT}	Vous ne pouvez pas lancer l’assaut car vous ne possédez pas d’unité capable d’attaquer des bâtiments
{SMT_EXCHANGE_COMMANDING_OFFICER}	Voici le vaisseau de l’amiral le plus gradé. Il n’en cèdera le commandement à un autre amiral sous aucun prétexte.
{SMT_EXCHANGE_IN_ZOC}			Cette unité est actuellement engagée sur une zone contrôlée par l’ennemi et ne peut plus avancer pour ce tour.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_OPEN_DEMANDS}				Une offre de valeur comparable à la nôtre
{SMT_OPEN_OFFERS}					Nos exigences sont raisonnables. Que souhaitez-vous en retour ?
{SMT_THIS_CHARACTER_IN_YOUR_FACTION}	Cet espion est membre de votre faction
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Chances de succès : %d%%

¬15 provinces and outlive faction

{SMT_SHORT_VICTORY_ROMANS_BRUTII}	Quelle victoire ! Vos ancêtres Brutii peuvent être fiers de vous. Les immondes Macédoniens et les Grecs parfumés ne sont plus, et seules quelques ruines témoignent encore de leur gloire passée ! Félicitations ! Vous avez mené votre famille à la gloire comme un vrai Romain !
{SMT_SHORT_VICTORY_ROMANS_JULII}		Votre victoire est digne d'un vrai Romain. Les Julii apprécient pleinement le spectacle de la déchéance des barbares gaulois, vaincus et réduits en esclavage ! Un tel triomphe mérite célébration !
{SMT_SHORT_VICTORY_ROMANS_SCIPII}	Votre victoire est belle et noble ! Vos ennemis d'Afrique, les perfides Numidiens et les Carthaginois ne seront que des parenthèses dans les livres d'histoires qui chanteront vos louanges !
{SMT_SHORT_VICTORY_BRITONS}		Votre victoire mérite célébration : commençons donc par boire un peu, avant de boire beaucoup ! Les Gaulois puants sont vaincus, et votre armée est plus forte que jamais ! Que la fête commence !
{SMT_SHORT_VICTORY_CARTHAGE}		Comme la victoire est douce ! Les Scipii, ces menteurs et ces manipulateurs, sont morts et enterrés, et ces barbares d'Espagnols ne vous poseront plus de problèmes. Vous pouvez savourer votre triomphe.
{SMT_SHORT_VICTORY_EGYPT}		Tout Pharaon serait heureux de remporter une telle victoire. La menace séleucide n'est plus, et le territoire égyptien est vaste comme jamais. C'est un jour glorieux : un jour de victoire sous votre règne !
{SMT_SHORT_VICTORY_GAULS}		Les Julii et leurs alliés au sénat de Rome ont été renversés. Les guerriers gaulois règnent sur une grande partie du monde connu, un exploit dû à votre sens tactique et à votre charisme. Célébrons donc votre succès !
{SMT_SHORT_VICTORY_GERMANS}		Grâce à vous, la victoire a souri aux Germains ! Les brutes Daces et les cavaliers fanatiques de Scythie sont morts ou réduits en esclavage, et les Germains ont conquis de nouvelles terres !
{SMT_SHORT_VICTORY_GREEK_CITIES}		Les dieux vous ont souri, et la victoire vous appartient ! Les Macédoniens et les Thraces ont mordu la poussière, et l'heure est à la fête pour les braves citoyens de Grèce !
{SMT_SHORT_VICTORY_PARTHIA}		Victoire ! Les cavaliers parthes règnent sur un vaste territoire grâce à votre commandement déterminé. Mieux encore, les Séleucides et les Arméniens ont été exterminés ou réduits en esclavage !
{SMT_SHORT_VICTORY_SELEUCID}		Aujourd'hui est un jour de fête pour l'Empire séleucide, grâce à vos qualités de meneur d'hommes ! Mieux encore, les Egyptiens, ces iniques adorateurs de la mort, ont rejoint leurs ancêtres... Grand bien leur fasse !

¬long game, 50 provinces and conquer Rome

{SMT_LONG_VICTORY_ROMANS_BRUTII}	Rome est à présent sous la férule des Brutii ! Vous avez tenu toutes vos promesses. Les Brutii sont les maîtres de Rome, l'épée dans une main et les symboles de la loi dans l'autre ! Après des années de lutte acharnée, la victoire nous a enfin souri !
{SMT_LONG_VICTORY_ROMANS_JULII}		Le goût de la victoire est d'une douceur incomparable. Rome, l'Empire, le monde... vous en êtes maintenant le maître et le peuple de Rome vous adore ! Les ratiocinations du sénat n’ont pas prise sur vous. Vos ennemis sont faibles et désorganisés, comme tous les vaincus. Tous les attributs du pouvoir sont désormais vôtres... Profitez-en bien !
{SMT_LONG_VICTORY_ROMANS_SCIPII}	La noble famille des Scipii semble avoir été bénie des dieux ! La victoire est belle, et les Romains peuvent à présent dormir sereinement, confiants dans notre capacité à les protéger de tous nos ennemis. Les armées de Rome, ou plutôt celles des Scipii, règnent sur un empire qui s'étend d'un bout à l'autre du monde ! Votre victoire est totale !
{SMT_LONG_VICTORY_BRITONS}		Victoire ! L'empire romain n'est plus, et nos terres s'étendent désormais d'Orient en Occident. Partout les druides célèbrent les dieux anciens ! Profitons de ce moment, levons nos chopes et buvons à pleine bouche !
{SMT_LONG_VICTORY_CARTHAGE}		Victoire ! Le monde vous appartient ! Grâce à vous, nulle autre puissance ne peut rivaliser avec la grandeur de Carthage ! Aujourd'hui est un jour de fête, un jour pour décider du sort du monde sous la férule des seigneurs carthaginois !
{SMT_LONG_VICTORY_EGYPT}		Victoire ! Vos ennemis ne sont plus qu'ombre et poussière, et les vents du déserts ne portent plus que les échos de leur gloire passée. Votre nom sera repris par vos descendants en honneur de la gloire que votre règne a fait rejaillir sur le peuple égyptien !
{SMT_LONG_VICTORY_GAULS}		Sous votre commandement, les courageux Gaulois ont remporté la victoire ! L'heure est aux célébrations. La grandeur de l'empire gaulois dont vous êtes à présent le chef est sans rivale. Les autres peuples craignent votre puissance, et ce à juste titre !
{SMT_LONG_VICTORY_GERMANS}		Vous avez mené le brave peuple germain hors des forêts sombres vers les plaines ensoleillées de la victoire ! Vous tenez le monde entre vos mains, et les autres peuples tremblent devant la puissance de vos armées. Cette victoire est une revanche pour tous les peuples dits "barbares" ! 
{SMT_LONG_VICTORY_GREEK_CITIES}		Les bienfaits de la civilisation sont désormais universels ! Les Grecs gouvernent avec sagesse et considération sur leurs terres. Quelle victoire ! Une victoire due à votre règne intelligent et avisé ! Votre charisme rivalise avec celui des dieux de l'Olympe !
{SMT_LONG_VICTORY_PARTHIA}		La Parthie est désormais passée du statut de petit royaume dédaigné par les autres nations à celui de véritable empire. Vos talents de stratège ont mené la Parthie à la victoire, et votre bannière flotte aujourd'hui sur de nombreuses villes. Le monde est à présent le terrain de jeu de l'Empire parthe !
{SMT_LONG_VICTORY_SELEUCID}		La puissance des Séleucides est à nulle autre pareille, et leur empire est virtuellement invincible ! Vos talents de stratège et de meneur d'hommes ont mené les Séleucides à la victoire, et des statues à votre effigie sont érigées dans toutes les villes ! Les dieux eux-même envient votre gloire !

¬defeat, by a major power

{SMT_DEFEATED_BY_ROMANS_BRUTII}	La victoire vous a échappé, et ce sont maintenant les cruels Brutii qui dirigent le monde d'une poigne de fer. Le règne des Brutii sera sombre et violent !
