¬Strings that use a base enumeration and add to it with a faction index to attain the proper string
¬ alemanni, empire_east, empire_west, empire_east_rebels, empire_west_rebels, franks, huns, sarmatians, sassanids, saxons, vandals, goths, 
¬ white_huns, ostrogoths, romano_british, slavs, celts, slave

¬ Faction Names
{ROMANS_JULII}					Los Julios
{EMT_VICTORY_DESCR_BURGUNDII}			Has ganado, y es germano y no latín el idioma que se habla desde la orilla de los mares hasta la cumbre más alta. El mundo se ha reorganizado para adaptarse a tus fines, ¡y ahora un gobernante burgundio tiene bajo su dominio a todos los pueblos menores!
{EMT_VICTORY_DESCR_ROXOLANI}		Una espada, un buen caballo y la camaradería de los bravos roxolanos pueden llevar a un hombre muy lejos. Es más, ¡pueden llevar a un gobernante hasta un día como éste! Has vencido. 

{EMT_DEFEATED_BY_LOMBARDI}			Has sido derrotado por los lombardos, un pueblo astuto donde los haya, que han demostrado ser adversarios dignos. ¿Serán también tan dignos gobernantes con sus súbditos?
{EMT_DEFEATED_BY_BURGUNDII}			Has sido derrotado por los burgundios, un pueblo astuto donde los haya, que han demostrado ser adversarios dignos. ¿Serán también tan dignos gobernantes con sus súbditos?
{EMT_DEFEATED_BY_ROXOLANI}			Has sido aplastado por el poderío de los aguerridos señores de los caballos, los roxolanos. Han sido enemigos muy dignos. ¿Serán también conquistadores magnánimos? 

{EMT_YOUR_FORCES_AMBUSHED_ARMY_LOMBARDI}				Un ejército de lombardos embosca a tus fuerzas.
{EMT_YOUR_FORCES_AMBUSHED_ARMY_BURGUNDII}				Un ejército de burgundios embosca a tus fuerzas.
{EMT_YOUR_FORCES_AMBUSHED_ARMY_ROXOLANI}				Un ejército de roxolanos embosca a tus fuerzas.

{EMT_YOUR_FORCES_ATTACKED_NAVY_LOMBARDI}				Una armada lombarda ataca a tus fuerzas.
{EMT_YOUR_FORCES_ATTACKED_NAVY_BURGUNDII}				Una armada burgundia ataca a tus fuerzas.
{EMT_YOUR_FORCES_ATTACKED_NAVY_ROXOLANI}				Una armada roxolana ataca a tus fuerzas.

{EMT_YOUR_FORCES_AMBUSH_ARMY_LOMBARDI}				Tus fuerzas emboscan a un ejército de lombardos.
{EMT_YOUR_FORCES_AMBUSH_ARMY_BURGUNDII}				Tus fuerzas emboscan a un ejército de burgundios.
{EMT_YOUR_FORCES_AMBUSH_ARMY_ROXOLANI}			Tus fuerzas emboscan a un ejército de roxolanos.

{EMT_YOUR_FORCES_ATTACKED_ARMY_LOMBARDI}				Un ejército de lombardos ataca a tus fuerzas.
{EMT_YOUR_FORCES_ATTACKED_ARMY_BURGUNDII}				Un ejército de burgundios ataca a tus fuerzas.
{EMT_YOUR_FORCES_ATTACKED_ARMY_ROXOLANI}				Un ejército de roxolanos ataca a tus fuerzas.

{EMT_YOUR_FORCES_ATTACK_ARMY_LOMBARDI}						Tus fuerzas atacan a un ejército de lombardos.
{EMT_YOUR_FORCES_ATTACK_ARMY_BURGUNDII}						Tus fuerzas atacan a un ejército de burgundios.
{EMT_YOUR_FORCES_ATTACK_ARMY_ROXOLANI}						Tus fuerzas atacan a un ejército de roxolanos.

{EMT_YOUR_FORCES_ATTACK_NAVY_LOMBARDI}				Tus fuerzas atacan a una armada de lombardos.
{EMT_YOUR_FORCES_ATTACK_NAVY_BURGUNDII}				Tus fuerzas atacan a una armada de burgundios.
{EMT_YOUR_FORCES_ATTACK_NAVY_ROXOLANI}			Tus fuerzas atacan a una armada de roxolanos.

{EMT_LOMBARDI_FACTION_HEIR}			Heredero de la facción lombarda
{EMT_BURGUNDII_FACTION_HEIR}			Heredero de la facción burgundia
{EMT_ROXOLANI_FACTION_HEIR}			Heredero de la facción roxolana

{EMT_LOMBARDI_FACTION_LEADER}		Líder de la facción lombarda
{EMT_BURGUNDII_FACTION_LEADER}		Líder de la facción burgundia
{EMT_ROXOLANI_FACTION_LEADER}		Líder de la facción roxolana

{EMT_LOMBARDI_WATCHTOWER}				Atalaya lombarda
{EMT_BURGUNDII_WATCHTOWER}				Atalaya burgundia
{EMT_ROXOLANI_WATCHTOWER}				Atalaya roxolana

{EMT_LOMBARDI_FISHING_VILLAGE}			Aldea pesquera lombarda
{EMT_BURGUNDII_FISHING_VILLAGE}			Aldea pesquera burgundia
{EMT_ROXOLANI_FISHING_VILLAGE}			Aldea pesquera roxolana

{EMT_LOMBARDI_DOCK}			Muelles lombardos
{EMT_BURGUNDII_DOCK}			Muelles burgundios
{EMT_ROXOLANI_DOCK}			Muelles roxolanos

{EMT_LOMBARDI_PORT}			Puerto lombardo
{EMT_BURGUNDII_PORT}			Puerto burgundio
{EMT_ROXOLANI_PORT}			Puerto roxolano

{EMT_LOMBARDI_FORT}			Fuerte lombardo
{EMT_BURGUNDII_FORT}			Fuerte burgundio
{EMT_ROXOLANI_FORT}			Fuerte roxolano

{EMT_LOMBARDI_CAPITAL}				Capital lombarda
{EMT_BURGUNDII_CAPITAL}				Capital burgundia
{EMT_ROXOLANI_CAPITAL}				Capital roxolana

{EMT_LOMBARDI_VILLAGE}			Aldea lombarda
{EMT_LOMBARDI_TOWN}			Pueblo lombardo
{EMT_LOMBARDI_LARGE_TOWN}		Pueblo grande lombardo
{EMT_LOMBARDI_CITY}			Ciudad lombarda
{EMT_LOMBARDI_LARGE_CITY}		Urbe lombarda
{EMT_LOMBARDI_HUGE_CITY}		Metrópolis lombarda
{EMT_BURGUNDII_VILLAGE}			Aldea burgundia
{EMT_BURGUNDII_TOWN}			Pueblo burgundio
{EMT_BURGUNDII_LARGE_TOWN}		Pueblo grande burgundio
{EMT_BURGUNDII_CITY}			Ciudad burgundia
{EMT_BURGUNDII_LARGE_CITY}		Urbe burgundia
{EMT_BURGUNDII_HUGE_CITY}		Metrópolis burgundia
{EMT_ROXOLANI_VILLAGE}			Aldea roxolana
{EMT_ROXOLANI_TOWN}			Pueblo roxolano
{EMT_ROXOLANI_LARGE_TOWN}		Pueblo grande roxolano
{EMT_ROXOLANI_CITY}			Ciudad roxolana
{EMT_ROXOLANI_LARGE_CITY}		Urbe roxolana
{EMT_ROXOLANI_HUGE_CITY}		Metrópolis roxolana

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			Only changes made after 6/06/05 17:00:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{VANDALS_DESCR}			Vándalos\nBuena selección en todo tipo de tropas, punto débil en maquinaria de guerra.
{SLAVS_DESCR}				Eslavos\nBuena selección en todo tipo de tropas, punto débil en maquinaria de guerra.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 11:55:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 7/08/05 17:43:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:23:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
