¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romano
{SMT_ASS_TRESPASS}							¡Ha llegado la hora de desenvainar la espada y envainarla en los corazones de nuestros enemigos! Éstos no tolerarán nuestra transgresión, y la lucha llegará hasta nosotros. ¡Penetra en sus tierras y haz que salgan de detrás de sus murallas para cobardes! 
{SMT_ASS_MAKE_ATTACK}							A todo el mundo ha de quedarle claro que Roma es la parte agraviada en la guerra contra este pueblo. La provocación es una herramienta necesaria del arte de gobernar, así que nuestra política debe centrarse en las incursiones "accidentales" en sus tierras y en una diplomacia irrespetuosa y desafiante. Haremos que su rabia vaya en nuestro beneficio. 
{SMT_ASS_BORDER_BUILDUP}						La guerra está casi encima de nosotros. Ha llegado la hora de desenvainar la espada y enviar nuestros ejércitos a la frontera, listos para hacer frente a este pueblo. 
{SMT_ASS_APPEASE}							Este pueblo es fuerte y se merece nuestro respeto. Su hostilidad no supone beneficio alguno para nuestra seguridad, así que ha llegado el momento de establecer relaciones más cordiales. Quizá logremos calmar su ánimo con un tributo, o si le ofrecemos derechos comerciales o información cartográfica.
{SMT_ASS_GET_MAP_INFO}							Tenemos que averiguar más acerca de este pueblo: dónde se encuentran sus enclaves, cuáles son sus objetivos y su poderío militar, y de qué ejército dispone. Se requiere una misión diplomática para empezar a recopilar dicha información.
{SMT_ASS_TRADE_AGREEMENT}						Tenemos que llegar a algún acuerdo con esta facción. Las relaciones comerciales pueden ser un buen comienzo: cuando se haya acostumbrado a tratar con los civilizados romanos, podremos crear lazos más fuertes e introducir nuestro orden en sus tierras.
{SMT_ASS_IGNORANT}							Por lo poco que sabemos acerca de este pueblo, no parece que tenga mucho que ofrecernos. No cabe duda de que dicha situación cambiará a medida que nuestro imperio se expanda hacia él, pero por ahora tenemos asuntos más importantes de los que preocuparnos.
{SMT_ASS_COOPERATIVE}							Haríamos bien en ayudar a este pueblo contra sus enemigos. Si trabajamos por unas relaciones amistosas, puede que algún día sea digno de convertirse en protectorado y, por tanto, disfrutar como es debido de los beneficios del gobierno de Roma.
{SMT_ASS_MAKE_ALLIANCE}							Aliémonos con este noble pueblo. Ya muestra indicios de las buenas virtudes romanas, y hay dignidad en su conducta y disposición. Sería sabio y aconsejable que colaborásemos con ellos contra todos nuestros enemigos comunes.
{SMT_ASS_MAKE_PEACE_AT_ANY_COST}					Debemos hacer que las relaciones con este pueblo vuelvan a su cauce. Hay que firmar la paz y evitar cualquier futuro deterioro de nuestra posición frente a él. El precio de dicha paz carece de importancia. 
{SMT_ASS_GIVE_CASH}							Nuestros nobles pero batalladores aliados necesitan nuestro apoyo financiero. Si les ofrecemos un tributo aseguraremos que se perpetúe su buena disposición hacia nosotros.
{SMT_ASS_GIVE_SUPPORT}							Nuestros nobles y valerosos aliados necesitan nuestro apoyo militar. Sus enemigos también son los nuestros, y sus defensas también son las de Roma. Podemos ayudarlos si enviamos ejércitos a sus tierras que se enfrenten a nuestros enemigos comunes. 
{SMT_ASS_OUTLAW}							Estos romanos, antes nobles, han renunciado a la virtud, el honor y la dignidad. Son una perversión que habita en nuestras propias tierras. No podemos permitir que mancillen los corazones y las mentes de los auténticos romanos. Tenemos que eliminarlos por completo. Hay que destruir cualquier prueba de su existencia: así, sus nombres quedarán malditos para siempre cuando hayamos acabado con ellos.
{SMT_STOIC_PHILOSOPHY_BODY}					Aristón de Quíos comienza a impartir sus enseñanzas sobre el estilo de vida estoico. El nombre de esta filosofía deriva del pórtico del ágora de Atenas (stoa poikilê). Allí fue donde los estoicos se reunieron por primera vez y propusieron sus ideas: que las emociones como la envidia o la pasión son consecuencia de los falsos juicios. La persona que alcance la perfección moral e intelectual sabrá evitar esos sentimientos.
{SMT_ENEMY_AMBUSH_FAILED}					Su intento de sorprender ha fracasado, y dispondrás de tiempo para preparar la batalla
{SMT_YOUR_AMBUSH_FAILED}					La emboscada ha sido un fracaso, y el enemigo dispondrá de tiempo para preparar la batalla
{SMT_NO_BUILDINGS_IN_SETTLEMENT}			Aquí no hay edificios
{SMT_EARTHQUAKE_IN_IBERIA_TITLE}				Terremoto en Hispania
{SMT_EARTHQUAKE_IN_IBERIA_BODY}				La ciudad hispana de Sagunto ha sido golpeada por un gran terremoto que, sin duda, ha sido obra de Neptuno. Ha habido muchos muertos y el templo se ha derrumbado.
{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Promesa de no atacar
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Compromiso de no atacar
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE}			Este enclave puede resistir %d turno(s) más
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 17/06/2004 13:01:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_RIGHT_CLICK_FOR_CHARACTER_INFO}		Haz clic derecho en el retrato de un general o la bandera de un capitán para obtener información del personaje y un desglose del ejército
{SMT_ENABLE_AUTO_TRAIN}					Activar el reclutamiento automático de las unidades
{SMT_SET_AS_CAPITAL}					Fijar este enclave como capital de la facción
{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			Un cargo importante que se ocupa del censo y lleva un registro de los ciudadanos romanos y los senadores, lo que significa que decide quién es romano o no, y quién es senador o no lo es. 
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			El cónsul, que ocupa la posición suprema de poder y honor en la República, tiene autoridad sobre los magistrados, el ejército y la legislación. Mientras ocupa su cargo es, en muchos aspectos, un rey en todo menos en nombre. 
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	La cabeza de la religión estatal romana y el encargado de controlar todas las instituciones religiosas, incluidas las vírgenes vestales. Posee un control absoluto sobre la doctrina y, en gran medida, está por encima de la jurisdicción del Senado y el Pueblo de Roma.
{SMT_REWARD_TWO_BEST_BUILDABLE_UNITS_DESCRIPTION}		Se te recompensará con dos de las mejores unidades que puedas reclutar
{SMT_REWARD_ONE_BEST_BUILDABLE_UNIT_DESCRIPTION}		Se te recompensará con una de las mejores unidades que puedas reclutar
{SMT_REWARD_ONE_BUILDABLE_UNIT_DESCRIPTION}			Se te recompensará con una de las unidades que puedas reclutar
{SMT_REWARD_CANNOT_BUILD_A_UNIT}				No se te puede recompensar, ya que no puedes reclutar ninguna unidad
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Sobrevive a la siguiente facción o facciones:	¬ allows for just one faction listed after message
{SMT_NO_UNITS_NEED_RETRAINING}				No hay unidades que se puedan volver a instruir
{SMT_STATE_ICON_BUILDINGS_FUN}					Edificios relacionados con el entretenimiento, la diversión, la cultura y el mantenimiento del orden
{SMT_CAPABILITY_GATE_DEFENSES}			Aceite hirviendo
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_CAPS_LOC_REQUIRES}						Requiere:
{SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE}	Tienes una alianza con la facción de este personaje. Si atacas, la alianza se romperá y se declarará la guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		No hay hostilidades entre tu facción y la armada de esta otra; no obstante, si atacas ahora se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		No hay hostilidades entre tu facción y los ejércitos de esta otra; no obstante, si atacas ahora se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	No hay hostilidades entre tu facción y la de este personaje; no obstante, si atacas ahora se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	No hay hostilidades entre tu facción y la que posee este enclave; no obstante, si atacas ahora se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		No hay hostilidades entre tu facción y la que posee este fuerte; no obstante, si atacas ahora se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		No hay hostilidades entre tu facción y la que posee este puerto; no obstante, si atacas ahora se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_CONFIRM_ATTACK_ON_NEUTRAL}				¿Atacar a la facción neutral?
{SMT_ARMY}								Ejército
{SMT_NAVY}								Armada
{SMT_AGENTS}							Agentes
{SMT_FLEET}								Flota
{SMT_PRIVATE_DEALINGS}						Tratos privados
{SMT_CURRENT_TREATIES}						Tratados actuales
{SMT_STATE_ICON_BUILDINGS_LAW}				Leyes
{SMT_FACTION_OVERVIEW}						Perspectivas
{SMT_SENATE}							Senado
{SMT_FINANCIAL}							Finanzas
{SMT_RADAR_ZOOM_IN}						Acercar cámara a ubicación actual
{SMT_RADAR_ZOOM_OUT}						Alejar cámara de ubicación actual
{SMT_RECRUITMENT}							Reclutamiento
{SMT_REPAIR}							Reparar
{SMT_RETRAIN}							Volver a instruir
{SMT_STATE_ICON_FARMING_LEVEL}					Nivel agrícola inicial (varía de una región a otra)
{SMT_STATE_ICON_FARMS_BUILT}					Mejoras agrícolas construidas
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 07/07/2004 17:15:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		No hay hostilidades entre vosotros y la facción de esta armada. Si atacas, se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		No hay hostilidades entre vosotros y la facción de este ejército. Si atacas, se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	No hay hostilidades entre vosotros y la facción de este personaje. Si atacas, se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	No hay hostilidades entre vosotros y los dueños de este enclave. Si atacas, se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		No hay hostilidades entre vosotros y los ocupantes de este fuerte. Si atacas, se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		No hay hostilidades entre vosotros y los dueños de este puerto. Si atacas, se considerará una declaración de guerra. ¿Seguro que deseas seguir adelante?
{SMT_SET_AS_CAPITAL}						Fijar este enclave como capital de la facción
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 15/07/2004 17:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_DISBAND}					Disolver unidad\nLas unidades que no sean mercenarias solo pueden licenciarse en una región patria, y las marítimas, solo en un puerto. Las unidades del general no pueden disolverse.
{SMT_MISSION_BLOCKADE_SUCCESS}		El Senado ha advertido que el bloqueo que pidió ya ha sido realizado.
{SMT_MISSION_ASSIST_FACTION_SUCCESS}					El Senado ha advertido que has seguido su consejo y reforzado a nuestros aliados en la región.
{SMT_ASSAULT_NO_INFANTRY}			¡El asalto es imposible! No podemos usar equipo de asedio sin algo de infantería
{SMT_ASSAULT_NO_EQUIPMENT}			¡El asalto es imposible! Las fortificaciones son demasiado fuertes para tomarlas sin equipo de asedio
{SMT_NO_POPULATION_TO_ENSLAVE}		No hay bastante población que esclavizar
{SMT_NO_POPULATION_TO_EXTERMINATE}		No hay bastante población que exterminar
{SMT_CURRENTLY_TRAINING}			Instruyéndose:
{SMT_TOTAL}						Total
{SMT_PROJECTED}					Totales previstos
{SMT_STARTING_TREASURY}				Tesorería inicial
{SMT_PROJECTED_END_TREASURY}			Total previsto
{SMT_END_TREASURY}				Total de tesorería
{SMT_DIPLOMACY_TRIBUTES}			Diplomacia/tributos
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 22/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_DIPLOMACY_CHANGE_YEARLY_PAYMENT}	Cambiar tributo
{SMT_ATTACK_VS_TROOPS}				Ataque contra tropas
{SMT_ATTACK_VS_BUILDINGS}			Ataque contra edificios
{SMT_MELEE_ATTACK}				Ataque cuerpo a cuerpo
{SMT_MISSILE_ATTACK}				Ataque de proyectil
{SMT_WEAPON_TYPE}				Tipo de arma
{SMT_LIGHT}					Ligera
{SMT_MISSILE}					Proyectil
{SMT_HEAVY}					Pesada
{SMT_NO_UPGRADE}				No se puede mejorar
{SMT_TOTAL_DEFENCE}				Defensa total
{SMT_ATTACK_CHARGE}				Bonif. por carga
{SMT_EMPTY_OFFICES}				Cargos del Senado vacantes:
{SMT_STATE_ICON_PLAGUE}				Peste		
{SMT_SETTLEMENT_HAS_FOOD_FOR_X_YEARS}		Este enclave tiene suficiente comida para resistir %d turnos
{SMT_FORT_HAS_FOOD_FOR_X_YEARS}			Este fuerte tiene suficiente comida para resistir %d turnos
{SMT_SETTLEMENT_HAS_FOOD_FOR_1_YEAR}		Este enclave tiene suficiente comida para resistir un turno
{SMT_FORT_HAS_FOOD_FOR_1_YEAR}			Este fuerte tiene suficiente comida para resistir un turno
{SMT_SUBTERFUGE_COLON}				Subterfugio:
{SMT_DEFENCE}					Habilidad defensiva
{SMT_REWARD_UNITS_AT_YOUR_CAPITAL}		Tus unidades de recompensa se encuentran en tu capital:\n
{SMT_MISSION_PEACE_TALKS_PROPOSAL}		El Senado solicita que envíes un diplomático a esta facción e intentes mejorar las relaciones con ella. No se espera ningún resultado particular: enviar el diplomático y llegar a un acuerdo sobre una oferta es suficiente para empezar.
{SMT_MISSION_PEACE_TALKS_FAILURE}		El Senado advierte que no has logrado iniciar contactos diplomáticos con esta facción.
{SMT_PENALTY_SECRET_INFORMATION_EXPOSURE}	Tus prácticas vergonzosas y desagradables se convertirán en moneda de cambio entre los cotillas de Roma.
{SMT_CHARACTER_PLAGUED}				Este personaje está apestado
{SMT_NOTHING_TO_CONSTRUCT}			No es posible construir ningún edificio en este momento
{SMT_NOTHING_TO_TRAIN}				En este momento no se puede reclutar ninguna unidad
{SMT_LOCATE_MISSION_TARGET}			Localizar objetivo de la misión
{SMT_REPAIRED}					Se ha reparado
{SMT_RETRAINED}					Unidad reinstruida
{SMT_VARIES}					Varía
{SMT_GATES_OPEN_SETTLEMENT}			Tus espías se han infiltrado en este enclave\nEl portón estará abierto cuando ataques
{SMT_GATES_OPEN_FORT}				Tus espías se han infiltrado en este fuerte\nEl portón estará abierto cuando ataques
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 29/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Conviértete en el gobernante supremo de Roma y controla al menos 50 provincias
{SMT_CORRUPTION_AND_OTHER}			Corrupción y otros
{SMT_SELECT_FORT_OR_WATCHTOWER}		Selecciona un fuerte o atalaya a construir
{SMT_FAMILY_MEMBERS}				Miembros de la familia:
{SMT_CAPITAL_TITLE}				Capital
{SMT_GARRISON_COMMANDER}			Comandante de la guarnición
{SMT_LAND_IMPORTS}				Importaciones terrestres
{SMT_IMPORTS}					Importaciones marítimas
{SMT_SEA_EXPORTS}					Exportaciones marítimas
{SMT_BLOCKADED}					Bajo bloqueo
{SMT_WITHIN_X_TURNS}				(dentro de %d turnos)
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Probabilidades de éxito: %d%%
{SMT_DESTROY_BUILDING}				Destruye el edificio y recupera parte de su coste para tu tesoro.
{SMT_TIME_TO_PROCESS_SIEGE_QUEUE}		Tiempo para construir elementos en cola: %d turnos
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_CHARACTER_BRIBED}			El siguiente personaje se unirá a tu facción:
{SMT_SETTLEMENT_BRIBED}			El siguiente enclave se unirá a tu facción:
{SMT_VISITORS_BRIBED}			Los siguientes visitantes se unirán a tu facción:
{SMT_TRAVELLERS_BRIBED}			Los siguientes viajeros se unirán a tu facción:
{SMT_ENTIRE_ARMY_BRIBED}		El ejército entero se unirá a tu facción:
{SMT_ENTIRE_ARMY_DISBANDED}		El ejército entero se disolverá y volverá a los campos
{SMT_UNITS_BRIBED}			El siguiente número de unidades se unirán a tu facción:
{SMT_UNITS_DISBANDED}			El siguiente número de unidades se disolverán:
{SMT_TAX}					Impuestos
{SMT_AUTOMANAGE_TAXES_TOOLTIP}	Permitir que el ayudante de construcción ajuste los impuestos en todos los enclaves
{SMT_AUTOMATE_TAXES}			Gestión automática solo de impuestos
{SMT_QUICKSAVE}				Guardado rápido
{SMT_LOCATE_BATTLE}			Localizar posición de la batalla
{SMT_ERUPTION_AT_ETNA_BODY}		¡El dios Vulcano ha provocado la erupción del monte Etna! Los muertos bajo la ardiente lava se cuentan por miles.
{SMT_AUTOMANAGE_ALL_TOOLTIP}		Utilizar automáticamente un ayudante de construcción de IA para cada enclave
{SMT_AUTOMATE_ALL}			Gestión automática completa
{SMT_STATE_ICON_DEVASTATION}		Devastación
{SMT_INAPPROPRIATE_UNITS_FOR_ASSAULT}	No puedes realizar un asalto al carecer de unidades capaces de atacar edificios
{SMT_EXCHANGE_COMMANDING_OFFICER}	Éste es el barco de un almirante, y no le cederá el mando del mismo a otro almirante.
{SMT_EXCHANGE_IN_ZOC}			Esta unidad está combatiendo en una zona de control enemiga, y no puede moverse más este turno.
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_OPEN_DEMANDS}				Algo adecuado a cambio de nuestra oferta
{SMT_OPEN_OFFERS}					Decid el precio de nuestras razonables peticiones
{SMT_THIS_CHARACTER_IN_YOUR_FACTION}	Este espía es miembro de tu facción
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Probabilidades de éxito: %d%%
¬15 provinces and outlive faction
{SMT_SHORT_VICTORY_ROMANS_BRUTII}	Tu victoria es digna de tus orgullosos antepasados Brutos. Los inmundos macedonios y los griegos perfumados han sido eliminados, ¡y detrás no han dejado mas que ruinas! ¡Te felicitamos por haber llevado a tu familia al triunfo como auténticos romanos!
{SMT_SHORT_VICTORY_ROMANS_JULII}		Tu victoria es digna de un auténtico romano. La familia de los Julios puede deleitarse al ver cómo esos bárbaros peludos de los galos afrontan la desaparición, la esclavitud ¡y cosas peores! ¡Esto es un triunfo y hay que disfrutarlo!
{SMT_SHORT_VICTORY_ROMANS_SCIPII}	¡Tu victoria es digna y noble! ¡Tus traicioneros enemigos de África (Cartago y Numidia) ya solo serán un pie de página escrito en la historia para alabar nuestro triunfo!
{SMT_SHORT_VICTORY_BRITONS}		Tu victoria es digna de una celebración modesta, ¡con bebida, bebida y más bebida! Esos galos que apestan a cebolla han dejado de existir, ¡y sus tierras servirán de sustento a muchos guerreros! ¡Celebra tu triunfo!
{SMT_SHORT_VICTORY_CARTHAGE}		¡Esta victoria es digna y dulce! Esos malvados y deshonestos Escipiones yacen por fin en sus tumbas, y ya no debes volver a preocuparte por esos bárbaros hispanos. ¡Saboreemos este triunfo!
{SMT_SHORT_VICTORY_EGYPT}		Cualquier Faraón se complacería en celebrar una victoria semejante. La amenaza seléucida ha desaparecido, y Egipto posee amplias y numerosas tierras. Hoy es un día para disfrutar: ¡un día de victoria bajo tu liderazgo!
{SMT_SHORT_VICTORY_GAULS}		Por fin han caído la familia de los Julios y sus mentirosos aliados del Senado de Roma. Los guerreros galos gobiernan una gran parte del mundo, y este logro se lo debemos a tu inspirado liderazgo en la guerra. ¡Celebra tu éxito!
{SMT_SHORT_VICTORY_GERMANS}		¡Los germanos han conocido la victoria gracias a tu inspirado liderazgo en la guerra! Los brutales dacios y los jinetes chalados de Escitia están todos muertos o esclavizados, ¡y los guerreros germanos poseen numerosas tierras!
{SMT_SHORT_VICTORY_GREEK_CITIES}		¡Los dioses te han favorecido en tu labor, y la victoria es nuestra! Los macedonios y los tracios han mordido el polvo, ¡y los auténticos griegos honestos celebran tu éxito!
{SMT_SHORT_VICTORY_PARTHIA}		¡Hemos alcanzado la victoria! El ejército de Partia gobierna muchas tierras gracias a tu resuelto liderazgo. Y, lo que es mejor, ¡los aviesos seléucidas y los armenios han desembocado en la esclavitud o la desaparición!
{SMT_SHORT_VICTORY_SELEUCID}		¡Hoy, el imperio seléucida está de celebración gracias a tu noble liderazgo! Y, lo que es mejor, esos egipcios antinaturales adoradores de los muertos se han marchado con sus antepasados, ¡y que lo disfruten!
¬long game, 50 provinces and conquer Rome
{SMT_LONG_VICTORY_ROMANS_BRUTII}	¡Roma está a salvo bajo el gobierno de los Brutos! Bajo tu fuerte liderazgo se ha cumplido todo lo que se había prometido. ¡Ahora, el puño de los Brutos blande la espada! ¡La mano de los Brutos maneja ahora la vara que lleva la ley al mundo! Los Brutos han luchado por esto muchos años, ¡y ahora se ha alcanzado la victoria!
{SMT_LONG_VICTORY_ROMANS_JULII}		¡Saboreemos este momento! Roma y el Imperio -el mundo, de hecho-, yacen a tus pies, ¡y el Pueblo de Roma te adora! Ya no necesitas seguir preocupándote por las viejas del Senado. Tus enemigos son débiles, están confundidos y han recibido un gran golpe. Victoria: ¡disfruta de los beneficios del poder que te has ganado!
{SMT_LONG_VICTORY_ROMANS_SCIPII}	¡La gran familia de los Escipiones ha sido bendecida por los dioses y por tu inspirado liderazgo! La victoria es dulce, y todos los romanos pueden dormir tranquilos sabiendo que nosotros gobernamos el Imperio y los protegemos de todos los enemigos. ¡Los ejércitos romanos, de los Escipiones, controlan ahora un imperio que abarca el mundo entero! ¡La victoria es tuya!
{SMT_LONG_VICTORY_BRITONS}		¡La victoria es tuya! El mundo romano es historia, y ahora nuestros guerreros dominan las tierras entre naciente y poniente. ¡Los druidas cantan a nuestros dioses antiguos por todo el mundo! Este es un momento para saborearlo, ¡un momento para alzar la copa de la victoria y darle un buen trago!
{SMT_LONG_VICTORY_CARTHAGE}		¡El mundo es tuyo, así como la victoria! ¡Ninguna otra potencia puede amenazar la grandeza que Cartago ha alcanzado bajo tu inspirado y provechoso liderazgo! Hoy es un día de celebración, ¡un día para pensar en cómo será el mundo bajo sus nuevos señores cartagineses!
{SMT_LONG_VICTORY_EGYPT}		¡La victoria es tuya! Todos tus enemigos han desaparecido en las sombras o el viento del desierto los ha reducido a polvo. ¡Faraones aún por nacer adoptarán tu nombre como reconocimiento por lograr llevar a los egipcios hasta semejante grandeza!
{SMT_LONG_VICTORY_GAULS}		¡El coraje de los galos y tu valiente liderazgo han permitido la victoria! Celebremos tu logro, y contemplemos hasta dónde llega el imperio galo: una maravilla del mundo en todo su esplendor. ¡El resto de los pueblos no pueden sino desesperar y temer tu poder!
{SMT_LONG_VICTORY_GERMANS}		¡Has sacado al valiente pueblo germano de sus bosques oscuros y lo has dirigido hacia las soleadas tierras de la victoria! El mundo es tuyo, y los pueblos menos importantes sienten pánico cuando se acercan nuestros ejércitos. Esta es una victoria... ¡para un pueblo bárbaro! 
{SMT_LONG_VICTORY_GREEK_CITIES}		¡La civilización ha llegado a todos los rincones del mundo! Los griegos gobiernan sabiamente en numerosas tierras, ¡y esto es la victoria! Mejor aún, ¡es una victoria alcanzado bajo tu brillante y diligente liderazgo! ¡Sin duda, los dioses del Olimpo te han bendecido con unos poderes de mando milagrosos!
{SMT_LONG_VICTORY_PARTHIA}		Partia es ahora un imperio, no un mero reino ignorado y tratado con desprecio por otros. Tus grandiosas habilidades de mando han llevado a los ejércitos partos a la victoria, y colocado el estandarte de Partia en las murallas de muchos pueblos y ciudades. ¡El mundo es ahora nuestro juguete!
{SMT_LONG_VICTORY_SELEUCID}		El imperio seléucida es ahora la mayor potencia del mundo, ¡invulnerable a cualquier amenaza externa! Tu capacidad de mando y liderazgo han permitido alcanzar esta victoria a los seléucidas, ¡y en cada pueblo y ciudad debería erigirse una estatua en tu honor! ¡Los mismos dioses lo contemplan con envidia!
¬defeat, by a major power
{SMT_DEFEATED_BY_ROMANS_BRUTII}	La victoria se te ha escapado, y ahora son los Brutos, esos crueles romanos, los que tienen el mundo en su puño de hierro. ¡Por lo tanto, el mundo es un lugar más siniestro y terrible!
{SMT_DEFEATED_BY_ROMANS_JULII}		La victoria se te ha escapado, y ahora has perdido la oportunidad de gobernar el mundo. La familia de los Julios, esos amigos de la plebe romana, es la que reina en el gallinero. ¡El imperio romano está asegurado para el futuro!
{SMT_DEFEATED_BY_ROMANS_SCIPII}	Los dioses no han bendecido tus esfuerzos, y la posibilidad de una victoria se ha evaporado. Ha sido la familia romana de los Escipiones la que ha recibido su favor, que siempre habían defendido poseer, ¡y ahora gobierna el destino del mundo!
{SMT_DEFEATED_BY_BRITONS}		Los britanos pintados de azul y sus druidas de manos ensangrentadas nos han robado la victoria. ¡Esta vez has de saborear las cenizas de la derrota, en lugar del dulce vino del éxito!
{SMT_DEFEATED_BY_CARTHAGE}		¡Lo único que puedes proclamar es la derrota! ¡Los cartagineses y sus mercenarios han vencido! Sus repulsivos asesinatos de niños se extenderán ahora por el mundo, y todos conocerán el miedo. 
{SMT_DEFEATED_BY_EGYPT}		El Faraón y sus seguidores esclavos te han arrebatado la victoria. ¡Triste es el día en que semejante grupo de locos necrófilos acapara tal poder!
{SMT_DEFEATED_BY_GAULS}		La victoria ya no te pertenece. ¡Esos galos que visten pantalones y bigotes inútiles son los que reinan ahora en el gallinero! ¡Es un triste giro en los acontecimientos que una gentuza sin lavar controle la mayor parte del mundo!
{SMT_DEFEATED_BY_GERMANS}		¡La derrota es tu única recompensa! Es obvio que los dioses han decidido darle la espalda a tus esfuerzos. Los germanos, unos simples locos surgidos de las profundidades de ninguna parte, ¡han logrado la victoria sobre todos sus enemigos! ¡Un día aciago!
