¬Strings that use a base enumeration and add to it with a faction index to attain the proper string
¬ Alemannen, empire_east, empire_west, empire_east_rebels, empire_west_rebels, franks, huns, sarmatians, sassanids, saxons, vandals, goths, 
¬ white_huns, ostrogoths, romano_british, slavs, celts, slave

¬ Faction Names
{ROMANS_JULII}					Das Haus der Julier
{EMT_SHORT_VICTORY_EGYPT}		Jeder Pharao wäre höchst erfreut, einen solchen Sieg feiern zu können. Die Gefahr durch die Seleukiden hat ein Ende und Ägypten ist groß und mächtig. Dies ist ein Tag der Freude: ein Tag des Sieges unter Eurer Führung!
{EMT_SHORT_VICTORY_GAULS}		Die Familie der Julier und ihre lügenden Verbündeten im Senat von Rom wurden in die Knie gezwungen. Gallische Krieger regieren große Teile der Welt, was Eurer Umsicht und Führung zu verdanken ist. Feiert Euren Sieg!
{EMT_SHORT_VICTORY_GERMANS}		Der Sieg beglückt die Germanen dank Eurer inspirierenden Führung! Die brutalen Dakier und die verrückten Reiter der Skythen sind alle tot oder versklavt. Die germanischen Krieger kontrollieren viele Länder!
{EMT_SHORT_VICTORY_GREEK_CITIES}		Die Götter sind zufrieden mit Eurer Arbeit und der Sieg gehört Euch! Die Makedonier und Thraker wurden vom Staub verschluckt. Alle wahren und aufrichtigen Griechen feiern Euren Erfolg!
{EMT_SHORT_VICTORY_PARTHIA}		Der Sieg ist Euer! Die Reiter von Parthien kontrollieren dank Eurer resoluten Führung viele Länder. Und was noch viel besser ist, die niederträchtigen Seleukiden und Armenier wurden versklavt oder ausgerottet!
{EMT_SHORT_VICTORY_SELEUCID}		Heute kann das Seleukidenreich feiern - und dies dank Eurer ruhmreichen Führung! Doch was noch viel besser ist, die unnatürlichen Ägyter, die dem Tod huldigen, sind alle bei ihren Vorfahren - mögen sie ein geselliges Wiedersehen feiern!


{CHRISTIAN_LABEL}			Christentum
{CHRISTIAN_ORDER}			Das Christentum verbessert die öffentliche Ordnung in dieser Siedlung
{CHRISTIAN_UNREST}			Das Christentum sorgt für Unruhen in dieser Siedlung
{ZOROASTRIAN_LABEL}			Zoroastrismus
{ZOROASTRIAN_ORDER}			Der Zoroastrismus verbessert die öffentliche Ordnung in dieser Siedlung
{ZOROASTRIAN_UNREST}			Der Zoroastrismus sorgt für Unruhen in dieser Siedlung
{PAGAN_LABEL}				Heidentum
{PAGAN_ORDER}				Das Heidentum verbessert die öffentliche Ordnung in dieser Siedlung
{PAGAN_UNREST}				Das Heidentum sorgt für Unruhen in dieser Siedlung

¬ Faction Descriptions - Label should be the faction's labes in caps appended with _DESCR

{ROMANS_JULII_DESCR}			Römische Familie der Julier\nLegionär-Infanterie und unterstützende Hilfstruppen, beschränkte Kavallerie
{ROMANS_BRUTII_DESCR}			Römische Familie der Bruti\nLegionär-Infanterie und unterstützende Hilfstruppen, beschränkte Kavallerie
{ROMANS_SCIPII_DESCR}			Römische Familie der Scipionen\nLegionär-Infanterie und unterstützende Hilfstruppen, beschränkte Kavallerie
{ROMANS_SENATE_DESCR}			Senat und Volk von Rom\nLegionär-Infanterie und unterstützende Hilfstruppen, beschränkte Kavallerie
{MACEDON_DESCR}			Makedonier\nHopliten und Phalanx-Pikeniere sowie eine gewaltige Kavallerie
{EGYPT_DESCR}			Ägypter\nGute Speerträger und Bogenschützen mit einer schnellen Kavallerie und Wagen
{SELEUCID_DESCR}			Seleukiden\nGute Kombination von Phalanxen, schwerer Kataphrakt-Kavallerie und Elefanten
{CARTHAGE_DESCR}			Karthager\nFlexible Auswahl aller Truppenarten sowie gewaltige Elefanten
{PARTHIA_DESCR}			Parther\nKavallerie mit berittenen Bogenschützen und gepanzerten Kataphrakten, schwache Infanterie
{PONTUS_DESCR}			Pontier\nFlexible Armee leichter Infanterie, Phalanxen, schwerer Kavallerie und Wagen
{GAULS_DESCR}			Gallier\nStarke Nahkampfeinheiten, aber sehr beschränkte Kavallerie
{GERMANS_DESCR}			Germanen\nAxtkämpfer und Spezial-Infanterie mit einer beschränkten Kavallerieauswahl
{BRITONS_DESCR}			Britannier\nFanatische Barbaren-Infanterie und schnelle Wagen
{ARMENIA_DESCR}			Armenier\nBerittene Bogenschützen sowie gepanzerte Kataphrakt-Bogenschützen, aber wenige Infanterietypen
{DACIA_DESCR}			Dakier\nBarbarische Nahkampf-Infanterie inklusive Sichelkämpfer, aber sehr kleine Kavallerie
{GREEK_CITIES_DESCR}			Griechen\nViele Hopliten-Phalanxen (inklusive Spartaner) und Fernkampf-Unterstützung, aber beschränkte Kavallerieauswahl
{NUMIDIA_DESCR}			Numider\nLeichte Wüsten-Infanterie und gute Kavallerie inklusive kamelberittener Spezialisten
{SCYTHIA_DESCR}			Skythen\nMeister der Reiterei und Bogenschützen, aber so gut wie keine Nahkampf-Infanterie
{SPAIN_DESCR}			Spanier\nGute Mischung aus fanatischen Barbaren und organisierter Infanterie mit etwas Kavallerieunterstützung
{THRACE_DESCR}			Thraker\nGute Auswahl an Hopliten-Phalanxen und barbarischen Nahkampf-Spezialisten, aber beschränkte Kavallerie
{SLAVE_DESCR}			Sklaven und Rebellen\nGladiatoren und einfache (aber schwache) Bauern

{ALEMANNI_DESCR}			Alemannen\nGute Kombination barbarischer Truppentypen und heroische Krieger!
{EMPIRE_EAST_DESCR}			Oströmisches Reich\nStarke Truppenkombination, nur wenige schwache Einheiten
{EMPIRE_WEST_DESCR}			Weströmisches Reich\nGute Infanterie-Einheiten, beschränkte Kavallerie
{EMPIRE_EAST_REBELS_DESCR}		Rebellen des Oströmischen Reichs\nStarke Truppenkombination, nur wenige schwache Einheiten
{EMPIRE_WEST_REBELS_DESCR}		Rebellen des Weströmischen Reichs\nGute Infanterieeinheiten, beschränkte Kavallerie
{FRANKS_DESCR}				Das fränkische Reich\nVerlässliche Infanterie, Fernkampftruppen, aber beschränkte Kavallerie
{HUNS_DESCR}				Hunnen\nNahezu einmalige Reiter und Bogenschützen, beschränkte Hilfstruppen
{SARMATIANS_DESCR}			Sarmaten\nEinzigartige Kavallerie und berittene Bogenschützen, gute Infanterie-Unterstützung
{SASSANIDS_DESCR}			Sassaniden\nExzellente Truppenkombination, inklusive Kataphrakt-Kavallerie und Elefanten
{SAXONS_DESCR}				Sachsen\nÜberlegene Nahkampf-Infanterie, sehr beschränkte Kavallerie
{VANDALS_DESCR}			Wandalen\nGute Auswahl aller Truppentypen, Schwächen bei der Belagerungsausrüstung
{GOTHS_DESCR}				Gothen\nGute Mischung aus Kavallerie- und Infanterie-Einheiten, beschränkte Belagerungsausrüstung
{CELTS_DESCR}				Kelten\nTraditionell, aber effektiv, eine Mischung leicht gepanzerter Truppen
{WHITE_HUNS_DESCR}			Weiße Hunnen\nNahezu einmalige Reiter und Bogenschützen, beschränkte Hilfstruppen
{OSTROGOTHS_DESCR}			Ostgothen\nGute Mischung aus Kavallerie- und Infanterie-Einheiten, beschränkte Belagerungsausrüstung
{ROMANO_BRITISH_DESCR}		Romano-Briten\nBeschränkte Auswahl römischer Einheiten, regionale Elite-Einheiten
{SLAVS_DESCR}				Slawen\nGute Auswahl aller Truppentypen, Schwächen bei der Belagerungsausrüstung
{MOORS_DESCR}				Mauren\nBeschränkte Auswahl starker Wüstenkrieger
{BERBERS_DESCR}			Berber\nBeschränkte Auswahl starker Wüstenkrieger

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{LOMBARDI}					Langobarden
{BURGUNDII}					Burgunder
{ROXOLANI}					Roxolanen

{EMT_LOMBARDI_SPY}					Langobardischer Spion
{EMT_LOMBARDI_ASSASSIN}					Langobardischer Attentäter
{EMT_LOMBARDI_DIPLOMAT}					Langobardischer Diplomat
{EMT_LOMBARDI_ADMIRAL}					Langobardischer Flottenverband
{EMT_LOMBARDI_GENERAL}					Langobardische Armee
{EMT_LOMBARDI_NAMED_CHARACTER}					Langobardisches Familienmitglied
{EMT_BURGUNDII_SPY}					Burgundischer Spion
{EMT_BURGUNDII_ASSASSIN}					Burgundischer Attentäter
{EMT_BURGUNDII_DIPLOMAT}					Burgundischer Diplomat
{EMT_BURGUNDII_ADMIRAL}					Burgundischer Flottenverband
{EMT_BURGUNDII_GENERAL}					Burgundische Armee
{EMT_BURGUNDII_NAMED_CHARACTER}					Burgundisches Familienmitglied
{EMT_ROXOLANI_SPY}					Roxolanischer Spion
{EMT_ROXOLANI_ASSASSIN}					Roxolanischer Attentäter
{EMT_ROXOLANI_DIPLOMAT}					Roxolanischer Diplomat
{EMT_ROXOLANI_ADMIRAL}					Roxolanischer Flottenverband
{EMT_ROXOLANI_GENERAL}					Roxolanische Armee
{EMT_ROXOLANI_NAMED_CHARACTER}					Roxolanisches Familienmitglied

{LOMBARDI_DESCR}			Langobarden\nGute Kombination barbarischer Truppentypen und heroische Krieger!
{BURGUNDII_DESCR}			Burgunder\nGute Kombination barbarischer Truppentypen und heroische Krieger!
{ROXOLANI_DESCR}			Roxolanen\nEinzigartige Kavallerie und berittene Bogenschützen, gute Infanterie-Unterstützung

{EMT_VICTORY_DESCR_LOMBARDI}			Ihr habt triumphiert und die Sprache der Herrschenden, von der See bis zu den höchsten Gipfeln der Berge, ist jetzt Germanisch, nicht Latein. Die Welt wurde nach Eurem Plan neu geordnet und ein Herrscher der Langobarden gebietet nun über alle niederen Völker!
{EMT_VICTORY_DESCR_BURGUNDII}			Ihr habt triumphiert und die Sprache der Herrschenden, von der See bis zu den höchsten Gipfeln der Berge, ist jetzt Germanisch, nicht Latein. Die Welt wurde nach Eurem Plan neu geordnet und ein Herrscher der Burgunder gebietet nun über alle niederen Völker!
{EMT_VICTORY_DESCR_ROXOLANI}		Ein Schwert, ein gutes Pferd und die Kameradschaft hart kämpfender Roxolanen können einen Mann weit bringen. Ein Herrscher kann sogar einen Tag wie diesen erleben! Ihr habt gesiegt.

{EMT_DEFEATED_BY_LOMBARDI}			Ihr wurdet von den Langobarden geschlagen; sicher ein verschlagenes Volk und ein würdiger Gegner. Werden sie ihren neuen Untertanen auch würdige Herrscher sein?
{EMT_DEFEATED_BY_BURGUNDII}			Ihr wurdet von den Burgundern geschlagen; sicher ein verschlagenes Volk und ein würdiger Gegner. Werden sie ihren neuen Untertanen auch würdige Herrscher sein?
{EMT_DEFEATED_BY_ROXOLANI}			Ihr wurdet von der Macht jener hart kämpfenden Pferdeherren niedergeworfen, den Roxolanen. Sie waren würdige Gegner. Werden sie auch großherzige Eroberer sein?

{EMT_YOUR_FORCES_AMBUSHED_ARMY_LOMBARDI}				Eure Streitmächte werden von einer Armee der Langobarden in einen Hinterhalt gelockt
{EMT_YOUR_FORCES_AMBUSHED_ARMY_BURGUNDII}				Eure Streitmächte werden von einer Armee der Burgunder in einen Hinterhalt gelockt
{EMT_YOUR_FORCES_AMBUSHED_ARMY_ROXOLANI}				Eure Streitmächte werden von einer Armee der Roxolanen in einen Hinterhalt gelockt

{EMT_YOUR_FORCES_ATTACKED_NAVY_LOMBARDI}				Eure Streitmächte werden von einem Flottenverband der Langobarden angegriffen
{EMT_YOUR_FORCES_ATTACKED_NAVY_BURGUNDII}				Eure Streitmächte werden von einem Flottenverband der Burgunder angegriffen
{EMT_YOUR_FORCES_ATTACKED_NAVY_ROXOLANI}				Eure Streitmächte werden von einem Flottenverband der Roxolanen angegriffen

{EMT_YOUR_FORCES_AMBUSH_ARMY_LOMBARDI}				Eure Streitmächte locken eine Armee der Langobarden in einen Hinterhalt
{EMT_YOUR_FORCES_AMBUSH_ARMY_BURGUNDII}				Eure Streitmächte locken eine Armee der Burgunder in einen Hinterhalt
{EMT_YOUR_FORCES_AMBUSH_ARMY_ROXOLANI}			Eure Streitmächte locken eine Armee der Roxolanen in einen Hinterhalt

{EMT_YOUR_FORCES_ATTACKED_ARMY_LOMBARDI}				Eure Streitmächte werden von einer Armee der Langobarden angegriffen
{EMT_YOUR_FORCES_ATTACKED_ARMY_BURGUNDII}				Eure Streitmächte werden von einer Armee der Burgunder angegriffen
{EMT_YOUR_FORCES_ATTACKED_ARMY_ROXOLANI}				Eure Streitmächte werden von einer Armee der Roxolanen angegriffen

{EMT_YOUR_FORCES_ATTACK_ARMY_LOMBARDI}						Eure Streitmächte greifen eine Armee der Langobarden an
{EMT_YOUR_FORCES_ATTACK_ARMY_BURGUNDII}						Eure Streitmächte greifen eine Armee der Burgunder an
{EMT_YOUR_FORCES_ATTACK_ARMY_ROXOLANI}						Eure Streitmächte greifen eine Armee der Roxolanen an

{EMT_YOUR_FORCES_ATTACK_NAVY_LOMBARDI}				Eure Streitmächte greifen einen Flottenverband der Langobarden an
{EMT_YOUR_FORCES_ATTACK_NAVY_BURGUNDII}				Eure Streitmächte greifen einen Flottenverband der Burgunder an
{EMT_YOUR_FORCES_ATTACK_NAVY_ROXOLANI}			Eure Streitmächte greifen einen Flottenverband der Roxolanen an

{EMT_LOMBARDI_FACTION_HEIR}			Langobardischer Erbe
{EMT_BURGUNDII_FACTION_HEIR}			Burgundischer Erbe
{EMT_ROXOLANI_FACTION_HEIR}			Roxolanischer Erbe

{EMT_LOMBARDI_FACTION_LEADER}		Langobardischer Anführer
{EMT_BURGUNDII_FACTION_LEADER}		Burgundischer Anführer
{EMT_ROXOLANI_FACTION_LEADER}		Roxolanischer Anführer

{EMT_LOMBARDI_WATCHTOWER}				Langobardischer Wachturm
{EMT_BURGUNDII_WATCHTOWER}				Burgundischer Wachturm
{EMT_ROXOLANI_WATCHTOWER}				Roxolanischer Wachturm

{EMT_LOMBARDI_FISHING_VILLAGE}			Langobardisches Fischerdorf
{EMT_BURGUNDII_FISHING_VILLAGE}			Burgundisches Fischerdorf
{EMT_ROXOLANI_FISHING_VILLAGE}			Roxolanisches Fischerdorf

{EMT_LOMBARDI_DOCK}			Langobardische Werft
{EMT_BURGUNDII_DOCK}			Burgundische Werft
{EMT_ROXOLANI_DOCK}			Roxolanische Werft

{EMT_LOMBARDI_PORT}			Langobardischer Hafen
{EMT_BURGUNDII_PORT}			Burgundischer Hafen
{EMT_ROXOLANI_PORT}			Roxolanischer Hafen

{EMT_LOMBARDI_FORT}			Langobardisches Fort
{EMT_BURGUNDII_FORT}			Burgundisches Fort
{EMT_ROXOLANI_FORT}			Roxolanisches Fort

{EMT_LOMBARDI_CAPITAL}				Langobardische Hauptstadt
{EMT_BURGUNDII_CAPITAL}				Burgundische Hauptstadt
{EMT_ROXOLANI_CAPITAL}				Roxolanische Hauptstadt

{EMT_LOMBARDI_VILLAGE}			Langobardisches Dorf
{EMT_LOMBARDI_TOWN}			Langobardische Ortschaft
{EMT_LOMBARDI_LARGE_TOWN}		Langobardische Kleinstadt
{EMT_LOMBARDI_CITY}			Langobardische Stadt
{EMT_LOMBARDI_LARGE_CITY}		Langobardische Großstadt
{EMT_LOMBARDI_HUGE_CITY}		Langobardische Metropole
{EMT_BURGUNDII_VILLAGE}			Burgundisches Dorf
{EMT_BURGUNDII_TOWN}			Burgundische Ortschaft
{EMT_BURGUNDII_LARGE_TOWN}		Burgundische Kleinstadt
{EMT_BURGUNDII_CITY}			Burgundische Stadt
{EMT_BURGUNDII_LARGE_CITY}		Burgundische Großstadt
{EMT_BURGUNDII_HUGE_CITY}		Burgundische Metropole
{EMT_ROXOLANI_VILLAGE}			Roxolanisches Dorf
{EMT_ROXOLANI_TOWN}			Roxolanische Ortschaft
{EMT_ROXOLANI_LARGE_TOWN}		Roxolanische Kleinstadt
{EMT_ROXOLANI_CITY}			Roxolanische Stadt
{EMT_ROXOLANI_LARGE_CITY}		Roxolanische Großstadt
{EMT_ROXOLANI_HUGE_CITY}		Roxolanische Metropole

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			Only changes made after 06/06/2005 17:00:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{VANDALS_DESCR}			Wandalen\nGute Auswahl aller Truppentypen, Schwächen bei der Belagerungsausrüstung
{SLAVS_DESCR}				Slawen\nGute Auswahl aller Truppentypen, Schwächen bei der Belagerungsausrüstung

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 11:55:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 08/07/2005 17:43:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:23:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
