¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Römisch
{SMT_SHOW_VNV_DETAILS}				Persönliche Merkmale des Charakters zeigen
{SMT_SHOW_VISITORS_FORT}				Besucher-Charaktere dieses Forts anzeigen
{SMT_END_SIEGE}						Belagerung abbrechen
{SMT_DECLINE_MISSION}					Mission ablehnen
{SMT_EXIT_CAMPAIGN}					Zurück zum Hauptmenü
{SMT_SELECT_UNIT_TO_REPAIR}				Einheit zur Fortbildung wählen
{SMT_SENATE_OFFICE_QUAESTOR_DESCRIPTION}		Das niedrigste der Senatsämter. Leitet in der Regel die Staatskasse und ist das erste nennenswerte Amt zum Beginn der eigenen politischen Laufbahn in Rom.
{SMT_SENATE_OFFICE_AEDILE_DESCRIPTION}			Ein administratives Amt, dessen Inhaber die Oberaufsicht über die Straßen, Tempel und Quartiere einer Stadt hat und für die Cura Annonae, die Getreideversorgung, verantwortlich zeichnet.
{SMT_SENATE_OFFICE_PRAETOR_DESCRIPTION}		Dieses Amt befasst sich größtenteils mit Recht und Gesetzen, vor allem dem Ius Civile (Zivilrecht, nicht Strafrecht) und Ius Gentium (Völkerrecht).
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			Der Konsul genießt die uneingeschränkte Amtsgewalt und Ehre innerhalb der Republik. Er hat die Autorität über die Beamten, die Armee sowie die Gesetzgebung. Er ist - vom Titel einmal abgesehen - während seiner Amtszeit einem König gleich zu setzen 
{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			Ein wichtiges Amt, dass den Zensus erhebt und die Liste aller römischen Bürger und Senatoren führt. Er entscheidet letztlich darüber, wer Römer ist und wer nicht, beziehungsweise wer Senator ist und wer nicht.
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	Das Oberhaupt der römischen Religion und aller religiösen Institutionen, inklusive der Vestalinnen. Er besitzt die absolute Kontrolle über die Doktrinen und in großem Maße auch über die Gesetzgebung des Senats und Volks von Rom.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 13/05/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_MISSION_APPEASE_FACTION_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Ihr müsst sie nicht länger beschwichtigen.
{SMT_MISSION_ASSIST_FACTION_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Ihr müsst ihr nicht länger helfen.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_EXPIRY_DESTROYED}	Die Geächteten wurden vernichtet. Ihr müsst sie nicht weiter verfolgen.
{SMT_MISSION_BREAK_ALLIANCE_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Diese Mission ist nicht länger von Bedeutung.
{SMT_MISSION_PEACE_TALKS_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Diese Mission ist nicht länger von Bedeutung.
{SMT_MISSION_CEASE_HOSTILITIES_EXPIRY_DESTROYED}	Unsere Freunde wurden vernichtet. Diese Mission ist nicht länger erforderlich.
{SMT_MISSION_DECLARE_WAR_EXPIRY_DESTROYED}		Unsere Feinde wurden vernichtet. Diese Mission ist nicht länger von Bedeutung.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Ihr könnt keinen Tribut von ihr verlangen. Diese Mission ist nicht länger erforderlich.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}			Diese Mission wurde abgebrochen.
{SMT_MISSION_GET_MAP_INFO_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Diese Mission ist nicht länger von Bedeutung.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}			Diese Mission wurde abgebrochen.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY_DESTROYED}	Die Seite wurde vernichtet. Diese Mission ist nicht länger von Bedeutung.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY_DESTROYED}		Die Seite wurde vernichtet. Diese Mission ist nicht länger von Bedeutung.
{SMT_CAPABILITY_WEAPON_SIMPLE}			Verbessert leichte Waffen:
{SMT_CAPABILITY_WEAPON_BLADED}			Verbessert schwere Waffen:
{SMT_ARMY_UPKEEP}						Armee-Unterhalt
{SMT_STATE_ICON_ENTERTAINED}				Unterhaltung
{SMT_ASSISTANCE_REQUESTED_AGAINST}				Hilfe erbeten gegen: 
{SMT_ASSISTANCE_PROVIDED_AGAINST}				Hilfe geleistet gegen: 
{SMT_GIVE}							Geben: 
{SMT_PENALTY_CENSOR_IS_PLAYER_FACTION}			Ihr habt Freunde in einflussreichen Positionen. Es scheint, dass der Zensor Euer Freund ist. Eure Familie und Eure Freunde scheinen beispielhafte Bürger zu sein.
{SMT_PENALTY_QUAESTOR_IS_PLAYER_FACTION}		Ihr habt Freunde in einflussreichen Positionen. Es scheint, dass der Quästor Euer Freund ist. Eure Finanzen scheinen alle im Lot zu sein.
{SMT_CANNOT_SET_NAVAL_RALLY_POINT_WITH_NO_PORT}		Kann keinen Flotten-Sammelpunkt setzen, wenn die gewählte Siedlung über keine Hafengebäude verfügt.
{SMT_DIED_IN_BATTLE_TITLE}					Tod in der Schlacht
{SMT_DIED_IN_BATTLE_DESCRIPTION}				Dieser Mann ist in der Schlacht gefallen und schließt sich unseren illustren Ahnen im Jenseits an.
{SMT_CAPITAL}					Hauptstadt:
{SMT_SHOW_VISITORS}				Besuchende Agenten der Siedlung anzeigen
{SMT_SHOW_TRAVELLING_CHARACTERS}		Mit der Armee reisende Agenten zeigen
{SMT_SHOW_TRAVELLING_CHARACTERS_NAVY}	Mit dem Feindflottenverband reisende Agenten zeigen
{SMT_RCLICK_SHOW_CHARACTERS}			Mit einem Rechtsklick auf die Registerkarte werden Eure Agenten aufgelistet.
{SMT_CHARACTERS}					Agenten
{SMT_WHICH_ALLY}					Verbündete Armee:
{SMT_WHICH_ARMY_REQUESTED}			Hilfe wird erbeten von:
{SMT_CAPTURED_SETTLEMENT}			Eroberte Siedlung:
{SMT_DENARI_GAINED_FROM_LOOTING}		Durch Plünderung erlangte Denare:
{SMT_POPULATION_GAINED_FROM_ENSLAVE}	Unter regierten Siedlungen zu verteilende Bevölkerung:
{SMT_POPULATION_KILLED}				Zu massakrierende Bevölkerung:
{SMT_CURRENTLY_BUILDING}			Momentan im Bau:
{SMT_DAMAGE}					Schaden:
{SMT_REPAIR_TIME}					Reparaturzeit:
{SMT_REPAIR_COST}					Reparaturkosten:
{SMT_AGE}						Alter:
{SMT_ANCILLARIES}					Gefolge
{SMT_RETAINERS}						Gefolge
{SMT_RETAINERS_UNKNOWN}					Gefolge unbekannt
{SMT_BREAK_SIEGE_CONFIRMATION}		Dieser Charakter führt momentan eine Belagerung durch. Durch sein Abziehen wird automatisch die Belagerung abgebrochen. Möchtet Ihr dies wirklich tun?
{SMT_NO_MORE_OFFERS_ALLOWED}			Keine weiteren Angebote mehr möglich.
{SMT_NO_MORE_DEMANDS_ALLOWED}			Keine weiteren Forderungen mehr möglich.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 03/06/2004 16:48:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_UNITS}					Einheiten
{SMT_SIEGE_EQUIPMENT}			Belagerungsausrüstung

{SMT_BREAK_SIEGE_CONFIRMATION}		Diese Armee führt momentan eine Belagerung durch. Durch ihr Abziehen wird automatisch die Belagerung abgebrochen. Möchtet Ihr dies wirklich tun?

{SMT_MISSION_MAKE_ALLIANCE_TITLE}					Bündnis schließen
{SMT_MISSION_MAKE_ALLIANCE_PROPOSAL}					Der Senat bittet, dass Ihr einen Diplomaten zu dieser Seite entsendet und ein Bündnis schließt.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY}					Diese Mission ist nicht mehr relevant und wurde abgebrochen.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY_DESTROYED}				Der Senat wurde vernichtet. Ihr müsst nicht länger ein Bündnis mit ihm anstreben.
{SMT_MISSION_MAKE_ALLIANCE_FAILURE}					Der Senat ist betrübt, dass Ihr seine Mission nicht habt erfüllen können.
{SMT_MISSION_MAKE_ALLIANCE_SUCCESS}					Der Senat dankt Euch, dass Ihr erfolgreich ein Bündnis mit dieser Seite geschlossen habt.
{SMT_MISSION_GIVE_CASH_TITLE}						Geld anbieten
{SMT_MISSION_GIVE_CASH_PROPOSAL}					Unsere Freunde benötigen unsere finanzielle Unterstützung. Der Senat bittet, dass Ihr eine Einmalzahlung von mindestens einem Zehntel Eurer Jahreseinnahmen an diese Seite in die Wege leitet.
{SMT_MISSION_GIVE_CASH_EXPIRY}						Diese Mission ist nicht mehr relevant und wurde abgebrochen.
{SMT_MISSION_GIVE_CASH_EXPIRY_DESTROYED}				Diese Seite wurde vernichtet. Ihr müsst sie nicht länger finanziell unterstützen.
{SMT_MISSION_GIVE_CASH_FAILURE}						Der Senat ist nicht sonderlich erfreut, dass Ihr in dieser Mission versagt habt.
{SMT_MISSION_GIVE_CASH_FAILURE_CHEAPSKATE}				Ihr wurdet gebeten, dass Ihr mindestens ein Zehntel Eurer Jahreseinnahmen abgebt. Der Senat ist nicht erfreut, dass Ihr diese direkten Anweisungen missachtet habt.
{SMT_MISSION_GIVE_CASH_SUCCESS}						Der Senat dankt für Eure Spende an unsere Freunde.
{SMT_ASS_EXTERMINATE}							Der Einfluss dieser Seite schwindet, da der Krieg ihr den Geist ihres Volkes und das Leben ihrer Männer nimmt. Es ist die Meinung des Senats, dass diese Seite nichts als den Tod verdient hat! Lasst sie das Schwert spüren und löscht sie aus!
{SMT_ASS_ENSLAVE}							Unser Krieg gegen dieses Volk zeigt, dass es - unter römischer Herrschaft - gute Sklaven abgeben wird. Spart daher nicht mit dem Einsatz des Schwerts! Versklavt ihre Siedlungen und lasst sie die Vorzüge römischer Zivilisation spüren.
{SMT_ASS_MAKE_SUBMIT}							Diese Seite ist politisch geschwächt, verfügt aber noch über eine gewisse Militärmacht. Ein längerer Krieg könnte sich als sehr teuer wie unnötig erweisen: indem Ihr den Status eines Protektorats anbietet, kann auch dieses Volk in den Genuss der römischen Zivilisation kommen.
{SMT_ASS_COVERT_OPS_ASS}						Dieses Volk sollte bis aufs Letzte geschwächt werden, bevor ein Krieg beginnt. Das Beseitigen seiner militärischen Kommandeure und Sabotieren der Verteidigungen und Militärgebäude besitzt eine gewisse Dringlichkeit. Wir sollten unsere Truppen daher noch nicht in einen Krieg entsenden, wenn es dafür nicht schon zu spät ist.
{SMT_ASS_COVERT_OPS_INCITE}						Die Siedlungen dieses Volkes sind anfällig für Querdenker und Aufständische. Indem Ihr einen Spion in ihre Städte entsendet und eine Rebellion anzetteln lasst, wird unser Ziel der Besetzung deutlich vereinfacht und weniger teuer. Dieses Volk wird sich selbst von seinen bösen Mächten befreien und bekommt im Gegenzug die Vorzüge der römischen Zivilisation.
{SMT_ASS_BLOCKADE}							Ihre Flotten sind schwach, ihre Häfen anfällig für eine Blockade! Unsere Schiffe sollten ihre Handelsrouten abschneiden und sie so auslaugen! Der Arme kann sich am Ende keine Armee mehr leisten, was unseren Eroberungszug mit deutlich weniger Verlusten vereinfachen sollte.
{SMT_ASS_WORK_TOWARDS_PEACE}						Unsere Kämpfe gegen diese Seite verlaufen nicht zur Zufriedenheit. Wenn wir den Krieg weiter verfolgen, könnte dies unsere Position in anderen Provinzen schwächen. Der Senat denkt daher eher an politische Maßnahmen, ihren Aggressionen mit diplomatischen Mitteln zuvorzukommen. Später dann können wir den Krieg fortsetzen und gleichzeitig vom Überraschungsmoment profitieren.
{SMT_ASS_ATTACK}							Dieses Volk können wir mit in das Imperium aufnehmen, indem wir ihre Städte besetzen und die gute römische Kultur statt ihrer niederen Wege etablieren. Indem wir ihnen unsere Götter bringen, unsere Gesetze und Verwaltung, werden ihre Städte zu Musterbeispielen unserer großen römischen Zivilisation.
{SMT_ASS_MAKE_GIVE_CITY}						Dieses Volk ist geschwächt, so dass allein die Diplomatie schon Erfolg haben kann. Die Überredung kann da weiterhelfen, wo das Schwert nur ihren Widerwillen festigen würde. Wir sollten anbieten, unseren Schutz und unsere Regierung mit auf ihre Siedlungen auszuweiten. Die überlegene römische Zivilisation wird unumgänglich alle anderen übertreffen!
{SMT_ASS_EXACT_TRIBUTE}							Diese Seite untersteht nun dem Macht Roms. Es sollte ein leichtes Unterfangen werden, einen Tribut von ihnen zu fordern und unsere Staatskasse zu füllen! Es ist nur gerecht, dass sie uns dafür entlohnen, dass wir ihre Fremdartigkeit tolerieren! 
{SMT_ASS_TRESPASS}							Es wird Zeit, das Schwert zu ziehen und es dem Feind in die Eingeweide zu stechen! Sie werden unser Passieren nicht dulden und uns attackieren. Marschiert in ihr Land vor und zerrt sie hinter ihren feigen Mauern hervor!
{SMT_ASS_MAKE_ATTACK}							Es muss allen klar sein, dass Rom im Krieg mit diesem Volk zu Unrecht verurteilt wird. Die Provokation ist ein notwendiges Hilfsmittel der Staatsführung, so dass 'zufällige' Vormärsche in ihr Land zusammen mit einer missachtenden und verächtlichen Diplomatie auf der Tagesordnung stehen sollten. Ihr Zorn wird für uns arbeiten.
{SMT_ASS_BORDER_BUILDUP}						Ein Krieg steht unmittelbar bevor. Es wird Zeit, das Schwert zu ziehen und unsere Armeen an der Grenze zu formieren - bereit, es mit diesem Volk aufzunehmen. 
{SMT_ASS_APPEASE}							Dieses Volk ist stark und hat sich unseres Respekts als würdig erwiesen. Ihre Feindseeligkeit ist nicht sonderlich förderlich für unsere innere Sicherheit, daher wird es Zeit für eine freundschaftlichere Beziehung. Vielleicht kann ein Tribut oder das Angebot von Handelsrechten oder Karteninformationen sie etwas beschwichtigen.
{SMT_ASS_GET_MAP_INFO}							Wir müssen mehr über dieses Volk erfahren - wo seine Siedlungen liegen, seine Militärmacht, seine Armeen und Ziele. Es bedarf einer diplomatischen Mission, um diese Informationen zu gewinnen.
{SMT_ASS_TRADE_AGREEMENT}						Wir sollten uns mit dieser Seite arrangieren. Der Handel ist der beste Anfang: sobald sie sich daran gewöhnt haben, sich mit zivilisierten Römern abzugeben, können wir uns einander noch näher kommen und die römische Ordnung in ihren Gebieten Einzug halten lassen.
{SMT_ASS_IGNORANT}							Von dem bisschen, was wir über dieses Volk wissen, können wir nur sagen, dass sie uns nicht viel zu bieten haben. Da sich unser Imperium immer weiter ihm entgegen ausbreitet, wird sich diese Situation unzweifelhaft ändern. Für den Moment sind alle anderen Angelegenheiten von größerer Bedeutung.
{SMT_ASS_COOPERATIVE}							Wir würden gut daran tun, diesem Volk gegen seinen Feind zu helfen. Indem wir eine freundschaftliche Beziehung etablieren, könnten sie sich eines Tages als wertvoll erweisen, unser Protektorat zu werden und dann sämtliche Profite der römischen Herrschaft nutzen zu können.
{SMT_ASS_MAKE_ALLIANCE}							Lasst uns ein Bündnis mit diesem ehrenvollen Volk eingehen. Sie zeigen bereits Anzeichen der römischen Tapferkeit und ein würdevolles Benehmen und Auftreten. Es würde sehr anständig und weise sein, Schulter an Schulter mit ihnen im Kampf gegen andere Feinde zu stehen.
{SMT_ASS_MAKE_PEACE_AT_ANY_COST}					Wir müssen die Ordnung wiederherstellen, um engeren Kontakt mit diesem Volk aufzunehmen. Wir müssen Frieden schließen und den weiteren Verfall unserer Beziehungen stoppen. Der Preis dieses Friedens ist nicht in Gold zu messen.
{SMT_ASS_GIVE_CASH}							Unsere edlen, doch wankenden Verbündeten brauchen unsere finanzielle Unterstützung. Ihre dauerhaft gute Einstellung uns gegenüber dürfte uns durch ein Tributsangebot gewiss sein.
{SMT_ASS_GIVE_SUPPORT}							Unsere edlen und tapferen Verbündeten benötigen unsere militärische Unterstützung. Ihre Feinde sind auch unsere Feinde, ihre Verteidigungen schützen auch Rom. Wir können ihnen helfen, indem wir unsere Armeen in ihr Land entsenden, um in den Kampf gegen unseren gemeinsamen Feind zu ziehen.
{SMT_ASS_OUTLAW}							Diese einst edlen Römer haben Tugend, Ehre und Würde abgelegt. Sie sind eine Schande für unser Land. Sie dürfen nicht die Herzen und den Verstand der wahren Römer beflecken. Wir müssen sie vernichten. Jeglicher Beweis ihrer Existenz muss vernichtet werden, und haben wir das erst erreicht, soll ihr Name für immer verdammt sein!

{SMT_STOIC_PHILOSOPHY_BODY}					Ariston von Chios beginnt seine Lehren des stoischen Lebens. Diese Philosophie leitet ihren Namen von der Vorhalle der athenischen Agora (Stoa poikile) ab. Hier trafen sich die Stoiker erstmals und legten ihre Überzeugung dar, dass Emotionen wie Neid oder Leidenschaft durch Fehleinschätzungen entstehen. Wer moralische und intellektuelle Perfektion erlangt hat, vermeidet derartige Gefühle.

{SMT_ENEMY_AMBUSH_FAILED}					Der gegnerische Überraschungsangriff ist gescheitert, daher habt Ihr jetzt Zeit, Euch auf die Schlacht vorzubereiten.
{SMT_YOUR_AMBUSH_FAILED}					Euer Hinterhalt ist gescheitert. Der Feind kann sich in Ruhe auf die Schlacht vorbereiten.

{SMT_NO_BUILDINGS_IN_SETTLEMENT}			Hier gibt es keine Gebäude.

{SMT_EARTHQUAKE_IN_IBERIA_TITLE}				Erdbeben in Spanien
{SMT_EARTHQUAKE_IN_IBERIA_BODY}				Die spanische Stadt Saguntum wurde von einem gewaltigen Erdbeben erschüttert, das zweifellos Neptun dem Volk geschickt hat. Viele wurden getötet und der Tempel ist eingestürzt.

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Nichtangriffsversprechen
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Nichtangriffsgarantie

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE}			Diese Siedlung kann noch %d Runde(n) durchstehen.


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 17/06/2004 13:01:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_RIGHT_CLICK_FOR_CHARACTER_INFO}		Ein Rechtsklick auf ein Generalsporträt oder eine Hauptmannsfahne blendet vollständige Charakterinformationen und eine Armeeübersicht ein.
{SMT_ENABLE_AUTO_TRAIN}					Automatische Einheitenrekrutierung zulassen
{SMT_SET_AS_CAPITAL}					Diese Siedlung zur Hauptstadt der Seite deklarieren

{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			Ein wichtiges Amt, das den Zensus erhebt und die Liste aller römischen Bürger und Senatoren führt. Ein Zensor entscheidet letztlich darüber, wer Römer ist und wer nicht, beziehungsweise wer Senator ist und wer nicht.
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			Der Konsul genießt die uneingeschränkte Amtsgewalt und Ehre innerhalb der Republik. Er hat die Autorität über die Beamten, die Armee sowie die Gesetzgebung. Er ist - vom Titel einmal abgesehen - während seiner Amtszeit einem König gleich zu setzen.
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	Das Oberhaupt der römischen Religion und aller religiösen Institutionen, inklusive der Vestalinnen. Er besitzt die absolute Kontrolle über die Doktrinen und in großem Maße auch über die Gesetzgebung des Senats und Volks von Rom.

{SMT_REWARD_TWO_BEST_BUILDABLE_UNITS_DESCRIPTION}		Ihr werdet mit zwei Eurer besten möglichen Einheiten belohnt.
{SMT_REWARD_ONE_BEST_BUILDABLE_UNIT_DESCRIPTION}		Ihr werdet mit einer Eurer besten möglichen Einheiten belohnt.
{SMT_REWARD_ONE_BUILDABLE_UNIT_DESCRIPTION}			Ihr werdet mit einer Eurer möglichen Einheiten belohnt.
{SMT_REWARD_CANNOT_BUILD_A_UNIT}				Ihr könnt keine Belohnung erhalten, da Ihr keine Einheiten rekrutieren könnt.

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Überlebt länger als die folgende(n) Seite(n):

{SMT_NO_UNITS_NEED_RETRAINING}				Keine Einheit kann fortgebildet werden.

{SMT_STATE_ICON_BUILDINGS_FUN}					Gebäude der Unterhaltung, des Spaßes, der Kultur und der Erhaltung der guten Ordnung
{SMT_CAPABILITY_GATE_DEFENSES}			Kochendes Pech

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CAPS_LOC_REQUIRES}						Benötigt:
{SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE}	Ihr seid momentan mit der Seite dieses Charakters verbündet. Wenn Ihr jetzt angreift, wird das Bündnis gebrochen und der Krieg erklärt. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Eurer Seite und der Seite dieser Flotte, doch wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Eurer Seite und der Seite dieser Armee, doch wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	Es bestehen keine Feindschaften zwischen Eurer Seite und der Seite dieses Charakters, doch wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	Es bestehen keine Feindschaften zwischen Eurer Seite und der Seite, der diese Siedlung gehört, doch wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Eurer Seite und der Seite, der dieses Fort gehört, doch wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Eurer Seite und der Seite, der dieser Hafen gehört, doch wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_CONFIRM_ATTACK_ON_NEUTRAL}				Neutrale Seite angreifen?
{SMT_ARMY}								Armee
{SMT_NAVY}								Flottenverband
{SMT_AGENTS}							Agenten
{SMT_FLEET}								Flotte
{SMT_PRIVATE_DEALINGS}						Private Angelegenheiten
{SMT_CURRENT_TREATIES}						Momentane Verträge
{SMT_STATE_ICON_BUILDINGS_LAW}				Gesetz
{SMT_FACTION_OVERVIEW}						Übersichten
{SMT_SENATE}							Senat
{SMT_FINANCIAL}							Finanzen
{SMT_RADAR_ZOOM_IN}						Momentanen Ort vergrößern
{SMT_RADAR_ZOOM_OUT}						Momentanen Ort verkleinern
{SMT_RECRUITMENT}							Rekrutierung
{SMT_REPAIR}							Reparatur
{SMT_RETRAIN}							Fortbildung
{SMT_STATE_ICON_FARMING_LEVEL}					Grundfarmstufe (variiert von Region zu Region)
{SMT_STATE_ICON_FARMS_BUILT}					Gebaute Farmverbesserungen

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 07/07/2004 17:15:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Euch und der Seite dieser Flotte. Wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Euch und der Seite dieser Armee. Wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	Es bestehen keine Feindschaften zwischen Euch und der Seite dieses Charakters. Wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	Es bestehen keine Feindschaften zwischen Euch und den Besitzern dieser Siedlung. Wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Euch und den Besitzern dieses Forts. Wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		Es bestehen keine Feindschaften zwischen Euch und den Besitzern dieses Hafens. Wenn Ihr nun angreift, wird dies als Kriegserklärung verstanden. Möchtet Ihr dies wirklich?
{SMT_SET_AS_CAPITAL}						Diese Siedlung zur Hauptstadt der Seite deklarieren

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 15/07/2004 17:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DISBAND}					Einheit auflösen\nNicht-Söldnereinheiten können nur in der Heimatregion, Marine-Einheiten nur im Hafen aufgelöst werden. Generalseinheiten können nicht aufgelöst werden.
{SMT_MISSION_BLOCKADE_SUCCESS}			Der Senat stellt fest, dass die Blockade des Hafens steht.
{SMT_MISSION_ASSIST_FACTION_SUCCESS}		Der Senat stellt fest, dass Ihr seinen Rat befolgt habt und unsere Verbündeten in der Region verstärkt habt.
{SMT_ASSAULT_NO_INFANTRY}			Angriff unmöglich! Belagerungsausrüstung kann nicht ohne Infanterie eingesetzt werden.
{SMT_ASSAULT_NO_EQUIPMENT}			Angriff unmöglich! Die Befestigungen sind zu gut, um ohne eine Belagerungsausrüstung anzugreifen.
{SMT_NO_POPULATION_TO_ENSLAVE}			Zu wenig Bevölkerung zum Versklaven
{SMT_NO_POPULATION_TO_EXTERMINATE}		Zu wenig Bevölkerung zum Ausradieren
{SMT_CURRENTLY_TRAINING}			Momentane Ausbildung:
{SMT_TOTAL}					Gesamt
{SMT_PROJECTED}					Gesamt geplant
{SMT_STARTING_TREASURY}				Anfangsbestand
{SMT_PROJECTED_END_TREASURY}			Gepl. Staatskassenb.
{SMT_END_TREASURY}				Staatskasse gesamt
{SMT_DIPLOMACY_TRIBUTES}			Diplomatie/Tribute

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 22/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

